time_s,L1_heel,L2_lateral_forefoot,L3_medial_forefoot,R1_heel,R2_lateral_forefoot,R3_medial_forefoot
0.46,456.0,142.2,85.9,0.8,0.0,2.0
0.47,408.9,183.4,126.9,0.0,2.8,3.8
0.48,358.2,212.1,165.1,1.6,0.9,0.0
0.49,317.5,247.4,199.5,0.0,1.5,3.7
0.5,271.6,280.4,228.9,0.0,3.9,6.6
0.51,216.9,304.7,261.2,0.0,2.2,0.0
0.52,160.4,331.3,299.9,0.0,0.0,0.5
0.53,109.1,368.1,325.3,9.3,0.0,7.8
0.54,61.4,379.7,363.2,0.3,2.1,0.0
0.55,0.0,396.0,377.1,0.8,0.0,0.0
0.56,0.0,418.6,410.7,0.0,0.0,0.0
0.57,2.1,443.1,431.7,0.0,1.5,4.2
0.58,0.0,446.5,449.2,0.0,5.3,4.8
0.59,0.0,461.1,463.2,0.4,7.4,0.6
0.6,0.0,478.5,472.8,0.0,0.0,0.1
0.61,0.0,480.4,490.2,0.0,0.0,0.0
0.62,1.9,485.8,498.8,1.9,1.3,5.7
0.63,0.0,492.8,510.8,0.8,1.0,0.0
0.64,0.0,485.3,505.7,1.6,0.0,0.0
0.65,1.4,479.3,510.2,2.8,0.0,3.9
0.66,0.0,474.1,499.8,0.0,2.4,0.8
0.67,0.0,473.8,500.5,0.0,0.0,4.0
0.68,0.0,461.9,480.3,5.9,0.0,2.4
0.69,1.5,445.0,485.5,0.0,0.0,0.8
0.7,0.3,427.6,461.6,0.0,0.0,1.2
0.71,0.0,413.4,433.3,2.2,2.8,0.0
0.72,0.0,398.9,421.3,0.0,0.0,0.0
0.73,0.1,369.0,397.9,0.0,0.2,4.3
0.74,1.9,345.6,373.6,3.5,9.0,0.0
0.75,0.4,317.6,347.4,0.0,0.0,0.0
0.76,6.6,293.2,316.9,18.3,0.0,0.0
0.77,2.8,266.8,285.0,87.3,2.7,0.6
0.78,0.0,243.2,250.7,128.6,4.0,5.6
0.79,3.0,203.7,224.1,189.2,1.7,2.2
0.8,0.2,169.6,189.9,235.0,7.2,0.0
0.81,0.2,139.4,147.3,294.8,1.3,2.6
0.82,5.2,104.1,110.5,339.9,0.0,0.0
0.83,0.0,63.9,67.7,391.9,0.4,2.0
0.84,0.1,39.9,33.7,431.6,0.0,0.0
0.85,4.8,0.0,0.9,476.7,5.5,0.0
0.86,1.2,0.9,0.0,505.6,3.9,0.0
0.87,0.0,2.2,1.6,532.8,0.0,0.0
0.88,0.0,1.4,1.2,568.0,5.4,1.2
0.89,0.0,6.1,0.0,589.3,3.8,0.0
0.9,8.3,0.0,4.8,601.7,0.0,0.0
0.91,1.2,3.1,0.0,618.6,0.0,2.9
0.92,0.0,0.7,6.7,628.9,5.6,4.4
0.93,1.4,3.9,1.7,642.1,0.0,2.3
0.94,0.0,0.0,7.9,637.7,1.8,0.0
0.95,0.0,0.0,4.7,627.5,4.4,0.0
0.96,0.0,2.9,0.9,619.9,0.0,0.0
0.97,0.0,1.4,0.0,594.1,2.6,3.6
0.98,0.0,0.0,0.0,579.6,0.4,0.0
0.99,0.0,5.4,2.1,558.4,28.7,3.5
1.0,4.1,2.9,0.6,528.0,65.3,2.5
1.01,0.0,0.0,0.0,491.6,107.7,42.4
1.02,2.1,0.0,3.3,456.2,138.1,81.7
1.03,3.8,1.5,0.2,416.7,169.5,119.2
1.04,0.1,2.6,3.4,371.0,210.1,150.1
1.05,0.0,0.0,0.0,327.3,240.3,196.3
1.06,0.5,1.5,4.0,275.4,269.0,231.0
1.07,0.0,2.6,2.0,224.3,304.0,264.4
1.08,4.8,0.0,4.8,175.4,335.0,304.9
1.09,7.5,0.8,3.9,116.9,358.3,330.7
1.1,5.8,2.8,0.0,64.7,378.3,358.9
1.11,0.0,2.3,0.0,0.0,406.7,393.0
1.12,0.0,3.2,7.1,0.0,428.8,412.0
1.13,0.0,0.0,0.0,0.0,451.0,433.9
1.14,1.9,0.0,3.0,0.0,462.9,451.6
1.15,0.0,0.0,0.0,5.8,465.5,469.8
1.16,0.0,4.4,0.0,0.0,482.8,484.3
1.17,5.2,2.8,0.0,0.0,487.5,500.8
1.18,0.0,4.7,1.6,1.6,486.2,502.3
1.19,0.0,0.0,2.8,0.4,493.6,503.8
1.2,0.0,3.2,1.6,0.0,499.0,514.2
1.21,1.6,0.0,4.6,1.4,492.1,509.0
1.22,0.0,0.0,1.6,4.3,476.6,506.9
1.23,1.0,0.5,0.0,6.1,471.4,504.3
1.24,0.0,2.7,2.4,0.1,461.3,488.7
1.25,0.0,6.7,0.7,0.0,437.8,480.6
1.26,5.7,0.0,0.0,6.1,420.8,457.5
1.27,1.6,0.0,1.9,0.0,408.7,442.2
1.28,0.0,0.0,0.3,7.2,387.0,413.7
1.29,0.0,0.0,0.0,5.4,355.0,391.4
1.3,5.9,8.9,0.0,6.0,337.9,360.0
1.31,2.4,3.0,5.7,2.7,312.7,330.9
1.32,4.6,4.5,5.5,0.0,277.9,301.7
1.33,49.6,0.0,0.8,0.0,247.8,263.8
1.34,110.4,0.0,0.2,1.2,217.2,234.6
1.35,169.1,2.8,0.0,0.0,182.9,196.2
1.36,221.1,0.0,6.9,0.0,139.7,160.5
1.37,276.9,0.0,4.1,2.5,107.1,115.5
1.38,326.6,0.0,3.0,0.0,72.8,84.0
1.39,379.3,0.0,0.0,0.0,34.3,48.0
1.4,418.0,0.2,0.2,3.5,6.7,6.8
1.41,467.6,0.0,0.0,2.1,2.5,7.6
1.42,504.5,1.1,2.7,0.0,0.0,0.2
1.43,536.2,1.1,0.0,2.8,0.0,0.0
1.44,567.9,0.0,0.0,0.4,4.5,2.0
1.45,589.0,0.0,2.5,5.3,0.0,0.0
1.46,607.0,0.4,0.0,0.6,3.4,0.0
1.47,625.9,0.0,0.0,5.3,5.5,3.3
1.48,634.8,0.2,0.8,0.0,4.9,0.0
1.49,633.8,4.4,5.4,1.8,0.7,0.0
1.5,631.4,0.0,3.2,0.0,5.0,0.0
1.51,625.5,8.7,4.3,0.0,0.0,0.0
1.52,611.2,0.0,0.3,4.6,9.9,0.0
1.53,601.4,1.6,6.0,3.6,1.0,0.1
1.54,573.5,6.5,0.0,0.0,4.6,5.5
1.55,544.2,52.5,8.1,2.9,0.0,0.0
1.56,507.8,85.6,25.1,2.4,2.0,0.0
1.57,477.4,122.1,60.2,0.0,2.2,0.0
1.58,430.9,158.2,103.3,0.0,0.0,5.0
1.59,386.0,195.3,140.6,0.0,0.0,0.0
1.6,343.6,232.7,179.8,0.0,0.0,0.0
1.61,291.1,264.9,216.9,0.0,4.4,4.2
1.62,226.0,295.7,256.4,3.2,0.0,5.3
1.63,179.9,322.9,294.3,1.1,0.0,5.9
1.64,124.1,350.5,327.3,0.0,5.2,0.0
1.65,64.1,377.4,364.9,1.0,0.0,1.9
1.66,7.5,404.4,386.3,0.0,5.0,1.1
1.67,0.0,426.1,406.3,0.0,0.0,0.0
1.68,0.0,445.0,442.4,0.0,0.0,0.3
1.69,0.0,457.4,451.6,2.5,0.0,5.1
1.7,1.1,471.7,471.8,1.8,7.5,4.2
1.71,0.0,479.5,489.6,2.2,0.0,3.6
1.72,0.0,480.2,501.3,0.0,0.0,0.8
1.73,0.0,490.3,501.6,0.7,0.0,9.1
1.74,0.0,490.7,508.8,0.0,3.7,0.0
1.75,7.8,486.1,506.8,0.0,0.0,0.0
1.76,0.0,483.0,512.7,0.1,4.8,0.0
1.77,0.0,477.9,509.0,1.0,0.3,0.2
1.78,3.4,462.0,490.0,0.0,0.0,5.2
1.79,0.1,450.0,486.3,0.0,1.2,0.0
1.8,0.0,442.5,470.1,0.0,0.0,2.0
1.81,3.7,410.8,444.8,3.8,0.6,0.0
1.82,1.9,394.8,417.4,0.0,0.0,4.3
1.83,1.2,366.8,396.2,0.6,5.4,0.3
1.84,0.0,342.1,370.6,1.0,0.0,0.0
1.85,0.0,315.8,349.0,11.1,1.8,8.5
1.86,3.7,282.2,310.0,71.0,0.0,4.3
1.87,0.0,256.3,272.0,121.8,0.0,0.0
1.88,4.9,225.7,240.3,180.8,0.0,0.0
1.89,0.0,188.6,196.6,244.0,11.9,10.9
1.9,5.7,153.2,164.6,297.3,0.0,7.9
1.91,1.9,106.5,118.3,345.3,0.0,3.7
1.92,0.0,73.2,77.7,394.4,0.0,0.0
1.93,2.0,37.8,40.8,427.6,0.0,5.3
1.94,0.0,3.5,7.0,472.7,0.0,0.0
1.95,0.1,7.0,8.8,513.1,7.4,5.3
1.96,0.0,4.3,0.0,557.7,1.3,0.0
1.97,0.0,3.6,0.0,576.3,3.6,2.0
1.98,3.8,10.5,2.1,605.5,0.0,0.0
1.99,2.1,0.4,4.7,624.3,0.0,0.0
2.0,0.0,0.0,0.0,639.5,0.8,2.5
2.01,0.0,0.7,0.3,648.4,0.0,0.0
2.02,1.1,0.0,0.0,648.9,1.6,9.5
2.03,1.4,0.3,0.0,643.1,2.5,0.0
2.04,0.0,0.0,0.0,654.0,2.2,0.0
2.05,6.4,0.0,0.0,636.4,0.0,2.5
2.06,3.3,0.0,0.2,616.3,4.4,5.2
2.07,0.0,3.8,4.0,605.6,0.0,0.0
2.08,0.0,4.4,1.4,580.8,22.6,0.0
2.09,0.0,0.0,3.8,553.0,67.6,0.0
2.1,0.0,8.3,0.1,520.8,94.9,24.8
2.11,5.0,0.6,0.0,475.1,129.4,71.5
2.12,3.9,1.0,0.0,433.9,168.9,110.8
2.13,0.1,0.0,2.8,391.4,209.1,152.9
2.14,2.7,0.0,4.1,348.1,246.8,191.9
2.15,3.3,4.2,0.0,285.9,271.6,231.8
2.16,0.2,0.7,0.0,241.9,312.7,263.5
2.17,1.6,0.4,1.3,190.4,334.9,297.1
2.18,2.4,0.9,1.9,134.0,361.9,333.9
2.19,2.0,0.0,4.9,76.1,384.4,364.1
2.2,0.0,0.0,0.0,19.7,419.0,394.2
2.21,0.0,5.6,0.0,0.0,431.6,416.8
2.22,0.0,4.3,3.0,6.5,445.4,446.0
2.23,0.0,0.0,0.0,1.3,476.7,459.8
2.24,0.0,6.3,0.0,5.3,481.8,481.0
2.25,2.7,0.0,5.0,0.0,494.2,502.5
2.26,1.4,0.0,0.0,0.0,505.7,505.7
2.27,0.0,7.5,8.2,7.1,506.6,523.4
2.28,0.0,2.3,0.0,0.0,510.4,519.4
2.29,0.0,0.0,3.5,0.0,506.3,521.3
2.3,0.7,0.0,0.0,2.1,505.7,521.0
2.31,0.0,0.0,1.1,3.1,496.4,523.5
2.32,0.0,1.1,0.0,4.3,487.6,518.9
2.33,2.1,0.8,3.4,0.9,476.4,510.8
2.34,0.0,0.1,0.0,0.0,460.0,497.0
2.35,0.0,0.0,0.0,2.8,446.7,479.1
2.36,0.0,1.1,7.3,2.9,427.3,453.0
2.37,0.0,0.0,0.1,0.0,406.7,430.7
2.38,1.0,0.0,0.0,5.7,381.9,412.3
2.39,6.4,5.1,0.0,0.0,361.1,387.4
2.4,0.0,8.7,7.5,4.1,329.2,347.8
2.41,35.6,7.8,0.0,0.0,294.1,325.2
2.42,80.2,2.6,8.2,2.8,265.1,278.4
2.43,153.2,0.0,1.6,2.0,235.8,251.9
2.44,195.5,0.0,0.6,0.0,191.9,212.7
2.45,267.6,1.6,0.7,1.8,168.2,173.8
2.46,308.1,0.0,8.9,0.0,120.6,135.1
2.47,363.9,5.3,0.0,2.9,90.2,91.1
2.48,408.9,0.0,0.9,8.7,49.0,55.2
2.49,445.0,0.0,0.0,0.0,10.9,12.3
2.5,483.5,3.2,0.0,0.0,0.0,3.7
2.51,515.3,0.0,0.6,0.0,3.6,6.4
2.52,550.9,0.0,0.0,0.0,0.0,0.5
2.53,570.2,2.4,0.8,0.0,0.0,0.0
2.54,587.7,6.1,0.0,0.0,4.6,0.0
2.55,606.8,0.0,0.0,3.5,7.2,6.8
2.56,609.2,0.0,1.5,0.0,0.0,6.3
2.57,614.2,0.0,2.9,1.8,4.0,3.5
2.58,613.1,0.0,0.0,2.6,3.2,0.2
2.59,601.7,0.0,7.5,1.3,0.0,3.3
2.6,588.5,0.0,5.3,1.9,5.3,5.2
2.61,577.4,4.9,3.4,3.8,0.0,0.0
2.62,546.2,18.1,3.3,0.2,2.1,0.1
2.63,516.3,57.6,0.1,0.0,0.0,0.0
2.64,483.2,91.5,33.9,1.9,0.0,0.0
2.65,447.4,135.0,77.2,2.4,4.7,6.2
2.66,399.2,176.3,115.3,3.6,2.2,4.3
2.67,359.1,200.5,150.0,0.0,0.0,0.5
2.68,309.2,244.9,191.4,0.0,7.6,0.0
2.69,249.1,271.8,231.7,0.0,7.6,0.0
2.7,209.2,301.1,269.0,2.2,1.8,0.4
2.71,151.8,331.3,299.7,2.9,0.0,0.0
2.72,85.4,357.8,330.0,0.0,0.0,0.1
2.73,25.9,387.9,368.4,0.0,0.0,1.0
2.74,0.9,404.4,385.1,2.4,0.4,0.0
2.75,0.0,423.7,410.2,0.0,0.0,0.0
2.76,5.5,436.3,430.2,5.7,0.0,0.0
2.77,0.0,455.0,450.3,7.1,0.0,0.0
2.78,6.5,458.6,474.3,4.0,0.7,7.4
2.79,0.0,470.6,486.4,0.9,0.0,0.0
2.8,0.0,486.4,489.5,7.3,0.0,0.0
2.81,5.1,466.5,496.8,1.0,2.8,7.1
2.82,0.0,476.0,496.3,0.0,0.0,0.0
2.83,1.1,471.7,489.6,0.0,0.0,3.6
2.84,4.4,462.2,497.8,0.0,0.0,0.0
2.85,0.0,451.7,485.5,0.0,0.0,2.3
2.86,0.0,439.5,469.0,1.9,0.7,0.0
2.87,0.0,421.8,448.5,0.0,0.0,4.0
2.88,2.3,404.7,432.1,0.0,0.0,0.0
2.89,1.6,380.2,408.3,0.9,0.0,0.0
2.9,4.2,366.2,386.6,2.6,0.0,1.0
2.91,0.0,330.7,359.8,0.0,6.5,0.0
2.92,0.0,305.4,327.0,1.0,0.8,0.0
2.93,0.0,270.0,290.1,0.0,2.0,0.0
2.94,11.5,244.1,269.8,0.0,0.0,11.5
2.95,2.1,209.5,225.8,43.0,0.9,0.0
2.96,0.5,173.1,188.6,97.0,0.0,1.0
2.97,1.1,131.1,145.7,146.7,0.1,0.0
2.98,0.0,95.0,100.7,192.0,2.6,7.3
2.99,0.0,67.0,65.5,242.4,0.0,0.0
3.0,7.0,19.1,22.9,295.3,0.0,0.4
3.01,2.6,2.6,2.8,334.9,0.0,2.7
3.02,0.0,0.0,3.6,372.7,0.0,0.0
3.03,0.0,4.0,3.1,406.7,0.7,0.0
3.04,0.0,0.0,4.0,441.9,0.0,0.0
3.05,0.0,0.0,7.2,475.0,6.0,0.0
3.06,8.2,0.0,1.6,502.2,10.7,0.0
3.07,0.0,0.0,4.4,525.3,0.0,3.7
3.08,0.0,1.6,2.0,542.1,1.2,1.6
3.09,0.0,0.3,0.0,551.9,4.2,2.2
3.1,1.1,0.0,0.0,559.6,0.0,1.3
3.11,0.0,0.0,0.0,573.2,0.0,3.8
3.12,1.6,0.0,0.9,561.5,7.0,5.2
3.13,4.8,2.6,0.0,552.4,2.7,0.0
3.14,0.6,3.3,2.4,540.1,1.3,3.3
3.15,0.0,0.0,3.9,529.8,5.8,0.0
3.16,0.0,1.1,4.8,514.9,7.6,0.0
3.17,0.0,7.0,6.5,484.5,38.4,7.3
3.18,0.0,0.0,0.0,464.3,68.5,8.8
3.19,1.2,0.0,0.0,426.0,103.8,48.4
3.2,0.0,2.3,11.7,394.4,143.4,79.3
3.21,7.8,0.0,4.0,347.7,173.2,115.4
3.22,3.2,0.0,0.9,305.5,200.6,153.1
3.23,0.0,0.0,0.1,263.9,238.0,193.0
3.24,0.0,0.0,0.0,218.4,258.6,221.5
3.25,0.0,0.0,0.0,166.8,289.8,253.9
3.26,6.3,3.6,0.0,118.3,311.7,282.3
3.27,3.6,4.4,0.0,68.1,341.6,318.0
3.28,6.5,3.7,0.0,8.2,357.9,342.8
3.29,0.0,1.3,0.0,0.0,373.9,361.1
3.3,0.0,0.0,10.2,0.0,389.6,387.0
3.31,0.0,0.0,0.0,0.0,404.5,402.0
3.32,1.4,1.5,1.1,1.6,413.4,417.7
3.33,0.0,0.0,1.0,0.0,420.1,432.1
3.34,0.0,0.0,2.4,0.0,433.4,445.2
3.35,6.5,0.0,0.0,0.0,434.0,446.5
3.36,0.0,1.1,5.0,0.0,435.4,456.4
3.37,5.3,0.0,1.8,2.0,435.9,465.8
3.38,0.0,6.1,0.0,3.2,432.5,454.8
3.39,10.8,1.8,0.0,0.0,425.8,449.5
3.4,0.0,0.0,0.0,0.0,423.6,441.3
3.41,2.8,5.5,0.0,1.4,407.6,432.9
3.42,3.5,6.3,2.0,0.0,399.2,411.0
3.43,0.0,2.1,2.5,3.1,372.5,407.9
3.44,3.3,0.0,2.1,4.2,358.6,386.0
3.45,3.5,0.0,1.4,0.0,333.0,357.9
3.46,0.0,0.0,0.3,0.0,309.3,336.7
3.47,0.0,0.0,0.0,0.0,295.2,308.1
3.48,0.2,0.0,3.1,3.3,257.0,283.2
3.49,44.5,0.0,2.0,8.0,222.9,252.1
3.5,108.0,1.0,0.0,7.2,199.4,220.9
3.51,161.9,0.0,1.1,0.0,163.4,182.6
3.52,214.2,0.0,2.6,0.0,135.7,150.2
3.53,270.6,0.0,4.7,3.4,103.4,121.1
3.54,311.5,0.0,2.0,0.0,73.6,78.0
3.55,366.1,0.0,1.3,1.9,31.4,32.7
3.56,415.6,0.0,3.8,1.2,10.4,5.5
3.57,461.5,0.0,0.0,0.4,0.0,9.6
3.58,496.7,0.0,1.6,4.1,0.0,3.4
3.59,536.6,0.0,0.0,4.3,0.0,0.0
3.6,564.8,0.0,4.4,0.0,3.3,0.0
3.61,585.4,0.0,0.0,0.0,1.4,2.7
3.62,608.1,0.4,3.3,0.0,4.7,0.0
3.63,626.6,1.7,0.1,0.0,0.0,0.0
3.64,634.5,2.7,3.9,0.0,0.0,1.6
3.65,648.5,0.0,0.0,1.7,1.7,6.4
3.66,638.9,0.0,0.4,0.0,4.1,0.0
3.67,640.3,5.1,0.2,0.0,3.3,6.3
3.68,632.6,1.5,1.7,3.2,1.3,0.0
3.69,613.9,0.0,0.0,1.6,0.9,0.0
3.7,593.5,1.1,2.5,0.0,0.0,3.0
3.71,571.0,25.4,0.0,6.7,1.6,2.2
3.72,545.6,65.9,0.0,3.0,8.1,2.9
3.73,507.0,97.4,20.8,0.0,0.0,2.8
3.74,467.3,137.6,71.6,0.0,0.0,0.8
3.75,434.9,164.6,110.7,3.2,0.0,0.0
3.76,387.2,204.5,151.0,0.8,1.6,0.0
3.77,341.7,237.2,194.3,0.0,0.0,0.0
3.78,290.1,272.5,225.1,3.6,0.0,0.0
3.79,242.9,308.6,265.3,5.0,3.5,0.0
3.8,183.8,332.4,298.0,4.7,0.0,0.0
3.81,120.2,355.0,330.3,6.2,0.7,0.0
3.82,67.7,379.0,366.7,8.3,8.4,0.0
3.83,5.8,413.6,398.4,6.9,1.3,0.0
3.84,0.0,429.8,414.4,1.4,0.0,0.0
3.85,0.0,447.7,442.9,0.0,0.0,0.0
3.86,0.0,460.2,461.4,0.0,0.0,0.0
3.87,2.2,475.6,479.1,0.0,0.0,0.0
3.88,0.0,480.7,493.4,2.1,0.4,6.2
3.89,0.0,493.6,502.6,0.2,0.0,0.0
3.9,0.0,491.9,497.9,0.0,4.7,0.0
3.91,8.4,496.8,523.4,0.0,0.0,0.0
3.92,1.3,494.5,516.3,2.6,0.0,5.2
3.93,0.0,479.9,516.5,0.0,0.9,1.7
3.94,1.8,484.6,511.7,0.7,1.4,0.0
3.95,8.8,472.6,501.3,1.7,0.6,0.0
3.96,2.5,462.8,494.1,4.5,0.0,0.7
3.97,0.0,448.4,478.5,6.9,0.3,0.0
3.98,10.6,437.7,458.3,0.0,0.0,1.5
3.99,0.0,411.5,441.3,0.7,3.5,0.0
4.0,0.0,388.9,417.3,0.9,2.9,2.1
4.01,0.0,364.6,395.2,2.6,1.0,1.9
4.02,0.0,339.1,357.7,2.1,1.3,0.0
4.03,1.1,308.4,329.1,5.7,5.4,0.0
4.04,0.0,277.0,302.4,0.0,4.6,0.0
4.05,0.0,246.3,262.2,1.7,1.1,0.0
4.06,4.6,200.0,224.7,8.6,8.6,0.3
4.07,0.0,183.1,188.0,58.8,0.0,0.0
4.08,0.0,145.1,150.9,103.4,0.0,0.0
4.09,0.0,102.8,110.8,164.1,0.0,0.0
4.1,0.0,58.9,69.6,212.0,0.0,4.7
4.11,0.0,31.6,25.1,270.6,0.0,0.0
4.12,0.0,0.0,3.1,312.3,0.0,9.4
4.13,2.1,2.1,5.3,352.3,1.4,0.1
4.14,2.4,0.0,0.0,389.2,0.0,1.4
4.15,0.0,8.9,0.0,438.7,0.0,0.2
4.16,0.0,0.0,4.0,474.7,0.2,1.4
4.17,0.5,0.3,6.3,503.2,0.5,4.4
4.18,0.0,0.0,0.0,534.7,2.9,4.4
4.19,0.7,0.0,3.3,555.1,0.0,0.0
4.2,5.9,0.0,6.6,580.8,3.5,3.4
4.21,0.0,4.5,0.0,596.2,0.0,2.0
4.22,0.0,0.0,6.3,596.8,0.0,0.1
4.23,1.6,4.6,0.0,604.4,6.8,6.9
4.24,0.0,0.0,1.3,620.1,0.0,7.0
4.25,0.0,0.0,0.0,613.1,0.0,3.6
4.26,1.9,0.0,4.0,597.1,0.0,0.0
4.27,2.8,2.0,3.3,584.1,0.0,0.0
4.28,0.1,1.5,6.9,575.0,0.6,3.0
4.29,0.0,2.9,5.8,549.0,7.7,5.4
4.3,8.3,1.1,0.0,527.5,39.6,0.0
4.31,4.8,2.6,12.4,499.8,73.0,10.8
4.32,3.3,0.0,5.4,467.1,103.6,43.5
4.33,0.5,1.6,2.2,435.9,139.3,75.0
4.34,0.0,6.4,0.0,399.4,168.8,121.4
4.35,4.5,0.0,0.0,347.8,209.9,159.7
4.36,0.6,2.0,0.0,300.3,240.9,190.3
4.37,0.0,2.7,0.0,259.1,267.0,222.0
4.38,0.0,5.8,5.5,214.9,297.0,266.2
4.39,0.0,2.9,1.9,156.0,325.2,288.3
4.4,4.2,0.4,0.0,109.0,346.8,325.5
4.41,2.7,1.7,0.0,49.5,374.8,342.7
4.42,0.7,0.0,0.0,0.1,386.0,376.3
4.43,0.0,0.0,3.2,0.0,407.4,399.9
4.44,0.0,0.0,0.0,0.0,423.4,423.1
4.45,0.0,5.9,1.4,0.0,442.1,444.4
4.46,0.0,1.8,1.2,2.4,445.6,451.3
4.47,0.0,0.0,0.0,7.1,466.5,470.1
4.48,0.0,1.1,6.4,0.0,469.9,473.3
4.49,1.2,4.6,0.0,0.0,479.0,481.0
4.5,3.2,4.0,0.0,0.0,473.6,489.2
4.51,0.0,0.0,3.4,1.2,470.8,495.2
4.52,5.6,0.0,0.2,0.8,472.3,499.3
4.53,0.0,1.6,1.6,0.0,467.9,496.2
4.54,0.0,0.0,0.0,6.0,452.6,480.6
4.55,0.0,2.5,3.2,0.5,436.6,473.6
4.56,4.4,3.8,8.7,0.0,424.0,463.7
4.57,0.4,4.5,0.0,0.0,416.8,447.8
4.58,0.5,7.0,1.4,0.0,404.1,426.3
4.59,0.0,4.9,0.0,1.3,372.7,406.9
4.6,0.0,7.0,10.8,1.0,354.8,383.3
4.61,4.4,5.5,5.0,0.0,330.5,357.9
4.62,20.0,5.9,1.1,0.0,313.8,330.2
4.63,88.4,0.0,0.0,0.0,287.8,301.9
4.64,139.1,0.0,0.0,0.0,251.5,269.8
4.65,187.1,9.9,3.0,0.0,223.1,234.2
4.66,238.2,0.3,0.0,1.6,191.5,208.2
4.67,298.7,4.9,0.0,0.0,150.4,171.6
4.68,344.0,0.0,0.0,0.0,125.0,140.8
4.69,382.4,3.9,0.5,0.0,84.1,97.8
4.7,424.9,0.0,1.5,0.0,53.1,57.0
4.71,459.9,0.0,0.0,3.7,23.6,18.2
4.72,497.5,0.0,3.7,0.8,0.3,0.2
4.73,524.7,1.9,0.0,0.0,4.4,2.2
4.74,553.3,4.3,2.5,1.2,5.2,0.0
4.75,582.8,0.0,0.9,5.5,0.0,0.0
4.76,592.4,2.6,2.4,2.0,0.0,0.0
4.77,601.2,4.9,4.7,1.0,4.6,0.1
4.78,607.7,9.4,0.0,2.6,4.8,3.0
4.79,616.5,2.8,0.0,0.0,1.0,0.0
4.8,610.9,0.0,0.0,0.7,1.6,1.1
4.81,608.0,0.0,0.0,0.0,3.6,0.9
4.82,588.8,7.3,0.0,0.0,3.5,0.0
4.83,581.6,2.9,0.0,1.4,0.0,0.0
4.84,553.5,4.0,0.0,1.4,3.8,0.0
4.85,532.3,33.6,0.0,0.0,0.0,0.6
4.86,501.0,72.1,13.8,4.1,1.0,4.5
4.87,475.5,113.7,50.4,0.0,0.8,4.8
4.88,431.8,147.2,80.9,0.0,0.0,0.0
4.89,398.0,171.9,122.6,0.0,0.0,0.0
4.9,348.4,215.0,163.6,0.0,8.9,0.0
4.91,305.0,237.8,196.1,1.4,0.0,0.4
4.92,249.3,279.7,230.8,0.0,1.5,2.4
4.93,200.4,303.8,266.6,3.9,2.3,6.3
4.94,151.1,328.0,304.5,3.9,0.0,0.0
