time_s,L1_heel,L2_lateral_forefoot,L3_medial_forefoot,R1_heel,R2_lateral_forefoot,R3_medial_forefoot
1.13,0.5,4.1,0.0,0.0,548.7,565.5
1.14,0.0,2.0,0.0,1.4,539.2,573.2
1.15,0.0,5.2,6.7,7.2,529.8,555.5
1.16,0.4,3.5,0.0,2.0,527.5,549.8
1.17,3.0,0.0,3.7,1.0,522.9,545.0
1.18,4.8,0.0,0.0,4.3,510.3,536.7
1.19,0.0,0.0,0.0,0.2,496.8,521.6
1.2,0.0,0.0,0.0,0.0,486.7,503.6
1.21,0.0,0.0,0.0,1.8,483.1,499.1
1.22,0.0,0.0,5.0,0.7,456.8,480.1
1.23,5.6,0.0,0.9,0.0,444.6,466.9
1.24,0.0,5.6,0.0,2.2,427.2,448.0
1.25,0.0,0.0,0.0,0.0,419.5,428.7
1.26,0.0,0.1,1.2,0.0,387.2,412.7
1.27,6.5,0.0,3.5,0.0,370.4,390.9
1.28,0.0,0.0,0.0,0.0,353.4,368.8
1.29,0.0,3.7,3.9,0.0,332.5,353.7
1.3,0.0,0.8,1.1,0.0,314.3,322.8
1.31,0.0,31.6,0.0,6.7,291.0,301.8
1.32,4.4,61.7,33.1,1.8,260.6,278.0
1.33,0.0,92.1,57.5,0.0,240.6,246.0
1.34,0.0,115.1,84.5,0.0,213.9,222.2
1.35,0.0,149.9,118.9,0.0,187.5,199.9
1.36,0.0,170.1,148.5,0.0,167.7,172.7
1.37,0.0,200.4,176.2,0.0,138.6,142.3
1.38,0.0,223.6,210.0,10.2,117.5,117.5
1.39,0.0,252.5,234.7,0.0,86.4,90.5
1.4,3.2,282.1,258.9,0.2,61.3,63.3
1.41,2.1,296.4,285.2,0.0,19.7,35.1
1.42,7.8,320.0,310.4,0.0,3.8,8.6
1.43,0.4,339.9,336.0,0.0,1.6,0.4
1.44,2.4,359.8,356.9,0.0,2.0,0.0
1.45,0.0,378.7,377.6,0.7,6.0,0.0
1.46,6.8,399.5,393.2,2.8,2.3,0.0
1.47,0.0,413.3,414.6,1.9,0.0,3.4
1.48,21.5,428.9,436.2,4.9,2.0,5.5
1.49,62.2,433.4,451.9,0.0,3.2,0.0
1.5,95.0,464.3,459.9,0.0,0.0,4.6
1.51,132.2,476.6,476.7,10.0,0.0,4.4
1.52,171.7,482.4,486.7,4.2,3.0,1.2
1.53,206.2,484.5,505.7,0.0,0.0,2.1
1.54,237.5,489.6,509.5,0.4,4.3,3.8
1.55,264.3,493.5,516.7,0.0,0.6,0.0
1.56,292.8,505.8,519.5,0.0,0.0,1.0
1.57,319.8,510.2,520.3,8.0,0.1,2.2
1.58,332.9,506.1,522.4,3.8,0.0,0.0
1.59,355.3,507.5,525.7,0.0,2.4,7.6
1.6,358.4,503.0,520.6,0.0,1.6,4.4
1.61,384.2,493.6,519.7,0.0,0.0,4.4
1.62,385.6,494.6,512.7,0.0,0.7,1.6
1.63,389.6,486.7,506.0,1.3,2.0,0.0
1.64,392.3,469.7,497.2,0.0,1.7,0.0
1.65,391.7,466.2,483.1,0.0,3.8,0.0
1.66,391.5,450.2,471.7,0.0,0.0,2.8
1.67,364.8,436.1,462.8,0.0,0.0,2.2
1.68,353.1,423.7,451.1,2.8,0.0,6.8
1.69,339.6,407.2,430.6,1.2,4.6,0.0
1.7,314.7,391.6,397.5,0.0,0.4,0.0
1.71,296.9,365.8,386.1,4.5,0.0,0.0
1.72,266.0,351.4,368.7,4.3,0.0,0.0
1.73,240.9,323.3,341.7,0.0,1.9,6.0
1.74,204.7,305.0,318.2,0.0,4.2,0.0
1.75,174.3,282.0,296.8,7.1,0.0,1.0
1.76,133.0,262.3,274.5,6.4,1.6,3.3
1.77,108.1,233.5,249.4,0.0,1.6,0.0
1.78,56.0,206.7,218.4,4.8,0.0,1.1
1.79,21.9,187.2,190.3,6.9,0.0,0.0
1.8,0.0,152.8,160.2,2.6,1.7,3.9
1.81,3.2,125.3,136.7,0.0,4.9,0.0
1.82,2.2,91.8,107.0,0.0,5.4,0.0
1.83,0.0,70.3,79.1,6.8,0.0,0.0
1.84,4.0,39.1,45.9,3.3,4.0,0.0
1.85,0.0,13.4,10.0,2.2,33.0,7.7
1.86,1.5,1.0,0.0,9.3,60.8,27.8
1.87,2.5,0.0,3.4,0.0,81.2,45.7
1.88,0.0,0.0,0.0,0.0,117.0,82.2
1.89,3.6,0.0,0.0,0.8,149.2,112.4
1.9,0.0,0.0,1.1,0.0,177.0,150.2
1.91,1.4,0.0,8.0,0.0,197.9,176.5
1.92,0.0,8.6,0.0,4.0,233.6,209.7
1.93,0.0,6.0,0.0,0.0,258.4,235.1
1.94,0.0,5.4,6.8,0.0,291.2,271.5
1.95,0.0,0.0,0.0,0.0,316.7,291.4
1.96,5.6,0.0,4.3,0.0,342.0,335.7
1.97,0.0,0.0,1.6,0.0,362.6,358.3
1.98,4.9,7.4,0.0,3.9,387.2,387.7
1.99,0.0,3.3,1.8,4.7,408.9,404.7
2.0,1.6,0.0,0.0,0.0,433.8,431.9
2.01,0.0,1.5,9.0,0.0,447.8,451.3
2.02,0.0,0.0,0.0,0.0,465.4,464.5
2.03,0.0,0.0,0.0,0.0,489.6,486.5
2.04,8.4,0.0,0.0,42.2,504.9,507.8
2.05,0.0,3.0,0.0,78.9,518.0,527.3
2.06,4.6,4.0,4.3,131.0,535.6,537.8
2.07,4.7,0.1,0.0,161.7,549.2,553.7
2.08,4.6,0.0,2.0,196.5,556.0,562.1
2.09,0.0,0.0,0.9,237.2,556.7,572.2
2.1,7.2,6.2,3.4,263.3,570.1,576.7
2.11,8.0,0.0,0.0,297.1,572.8,591.4
2.12,1.5,0.4,1.3,330.8,574.0,593.0
2.13,0.0,9.0,0.0,356.2,575.7,593.5
2.14,0.0,0.0,0.0,383.4,580.5,598.2
2.15,1.9,0.1,6.4,388.8,581.9,601.9
2.16,0.3,2.0,0.0,420.2,581.8,602.0
2.17,0.7,4.4,0.0,428.5,575.0,595.3
2.18,0.0,0.0,0.0,436.3,569.0,595.4
2.19,0.1,4.7,1.6,440.7,558.8,590.4
2.2,4.6,0.0,0.0,448.3,551.8,575.0
2.21,3.3,2.2,6.1,456.1,534.8,570.1
2.22,0.0,1.7,2.1,449.2,531.4,551.9
2.23,0.0,0.0,0.0,443.8,517.7,536.2
2.24,0.0,1.3,0.0,425.1,509.1,522.9
2.25,0.0,0.0,0.0,410.9,485.4,507.0
2.26,0.0,0.0,2.1,385.6,473.1,491.0
2.27,2.5,0.0,0.0,363.8,447.9,481.5
2.28,0.0,0.0,0.0,344.8,436.8,451.0
2.29,0.0,4.6,0.0,312.2,414.8,429.8
2.3,3.0,1.7,9.0,284.1,391.5,408.9
2.31,0.0,1.2,0.0,255.1,364.0,378.8
2.32,0.0,0.0,0.0,225.4,338.8,359.3
2.33,3.2,1.3,0.0,183.8,313.1,335.1
2.34,1.8,0.0,0.0,140.4,284.7,311.1
2.35,0.0,2.1,7.8,99.3,263.8,282.2
2.36,0.0,5.5,0.0,67.0,233.4,249.5
2.37,1.5,0.0,0.0,23.4,207.8,217.5
2.38,2.2,0.0,3.4,0.5,178.3,187.4
2.39,0.8,19.5,3.7,0.0,144.2,158.8
2.4,0.5,41.7,10.4,0.0,123.1,125.7
2.41,0.0,72.6,38.5,4.8,89.4,93.9
2.42,0.0,92.3,63.1,4.2,62.3,58.6
2.43,0.0,126.7,94.2,1.5,23.9,32.9
2.44,0.0,160.5,120.3,0.0,0.0,1.2
2.45,0.0,183.6,154.8,0.0,0.0,0.0
2.46,0.0,212.4,182.7,3.1,1.0,6.0
2.47,4.0,238.6,210.4,5.2,0.0,0.8
2.48,0.0,265.5,241.2,0.0,5.5,0.0
2.49,0.0,283.4,264.4,6.1,4.1,3.8
2.5,1.1,312.5,291.9,0.0,0.0,0.0
2.51,4.3,340.9,316.8,2.7,11.8,0.0
2.52,7.2,354.1,343.2,11.2,0.0,0.0
2.53,0.0,370.4,368.4,0.0,5.2,3.5
2.54,7.9,393.7,384.3,2.0,0.0,0.0
2.55,1.8,417.3,413.1,0.0,2.5,2.5
2.56,3.3,427.1,432.8,1.8,3.8,0.0
2.57,0.0,448.0,452.8,0.0,0.0,0.0
2.58,2.5,465.7,469.8,0.0,7.0,0.1
2.59,42.3,482.4,487.6,0.0,0.0,0.0
2.6,73.6,502.7,500.1,1.4,0.0,0.0
2.61,103.0,510.6,517.7,5.4,0.0,3.0
2.62,150.3,514.4,533.4,1.6,0.0,0.0
2.63,183.9,544.0,538.2,5.9,0.0,0.0
2.64,223.8,536.8,548.3,0.0,0.0,0.4
2.65,248.2,537.1,561.2,0.0,3.0,0.0
2.66,277.6,545.2,563.4,1.4,0.5,4.0
2.67,303.6,549.4,568.2,0.0,0.0,0.5
2.68,331.3,550.8,576.7,4.5,4.1,0.4
2.69,367.5,559.5,575.7,0.0,7.1,0.0
2.7,370.7,546.6,583.1,3.5,0.0,2.8
2.71,389.0,559.6,575.6,4.8,6.5,0.0
2.72,408.4,555.9,571.9,1.5,0.0,4.9
2.73,427.7,546.3,571.4,3.7,0.0,0.0
2.74,430.7,546.0,567.8,0.0,1.7,0.3
2.75,438.5,530.7,560.4,0.0,0.0,0.2
2.76,432.1,523.0,552.9,1.4,3.4,1.2
2.77,426.1,518.6,538.7,0.0,0.6,5.6
2.78,424.5,504.2,534.1,1.2,1.4,0.0
2.79,417.2,489.9,510.2,1.2,0.0,0.0
2.8,405.9,478.0,499.5,0.0,0.0,0.0
2.81,390.1,468.6,487.3,1.1,3.0,0.0
2.82,375.3,452.1,467.6,2.5,0.0,9.2
2.83,349.3,431.2,451.1,0.0,1.6,3.7
2.84,324.9,409.5,429.1,0.0,5.9,2.1
2.85,297.8,393.3,411.8,3.3,0.0,3.1
2.86,275.1,367.1,392.9,1.1,2.8,5.1
2.87,244.2,353.7,366.3,1.8,0.0,0.0
2.88,215.8,330.3,341.3,2.3,0.0,0.0
2.89,183.6,310.8,318.5,0.6,0.0,1.4
2.9,137.3,275.8,299.3,0.0,0.0,0.0
2.91,105.8,250.4,273.1,0.0,0.0,0.0
2.92,67.6,230.8,239.9,0.0,0.0,0.0
2.93,24.5,201.4,216.3,1.9,0.0,1.5
2.94,0.0,179.9,186.1,2.1,0.0,3.6
2.95,6.3,154.1,162.7,0.6,7.1,0.0
2.96,0.0,128.2,129.3,1.4,0.2,0.0
2.97,0.0,93.8,98.3,0.0,16.1,0.0
2.98,0.0,69.1,75.8,0.0,49.8,11.2
2.99,3.6,35.3,35.9,2.7,82.6,50.8
3.0,0.0,10.0,10.9,0.0,114.3,80.7
3.01,0.5,0.0,5.5,0.6,141.3,109.2
3.02,0.0,0.0,2.7,0.2,179.6,142.5
3.03,2.3,7.3,0.0,0.0,208.5,177.6
3.04,0.9,0.0,0.0,2.7,229.8,209.8
3.05,3.5,0.0,0.0,0.9,254.3,237.1
3.06,0.0,0.2,5.9,0.0,283.9,272.4
3.07,0.0,2.6,0.0,2.1,302.8,297.5
3.08,3.9,0.0,2.9,0.0,337.0,322.5
3.09,0.0,0.0,0.0,0.0,357.5,343.8
3.1,0.2,0.0,10.2,3.0,374.7,376.2
3.11,0.0,0.0,0.0,0.0,398.7,392.6
3.12,0.0,4.6,0.2,0.0,423.7,421.4
3.13,4.7,0.0,4.8,1.2,433.8,430.0
3.14,0.0,0.0,0.0,0.0,454.6,457.8
3.15,0.0,3.8,2.3,28.5,472.7,472.7
3.16,1.0,0.0,0.0,67.7,493.3,494.2
3.17,3.8,0.0,1.6,108.6,509.6,504.6
3.18,0.0,0.0,4.3,146.4,516.1,524.6
3.19,3.9,4.3,0.0,187.8,512.2,538.5
3.2,0.0,0.0,6.0,222.1,529.1,544.5
3.21,0.5,2.4,1.4,252.6,554.6,554.5
3.22,0.3,0.0,7.8,288.5,546.6,563.5
3.23,2.6,1.3,0.0,316.0,539.3,567.6
3.24,2.2,3.6,0.0,345.6,561.3,576.5
3.25,0.0,5.6,0.0,368.9,546.8,569.8
3.26,0.9,0.0,0.0,392.3,553.1,574.4
3.27,2.2,0.0,3.7,405.5,543.3,571.1
3.28,5.8,6.4,0.0,410.9,552.0,559.8
3.29,0.0,3.7,0.0,415.1,531.2,560.7
3.3,2.2,0.0,0.0,422.5,526.5,552.5
3.31,0.0,0.0,0.0,427.3,523.5,541.5
3.32,0.8,1.2,3.7,419.8,505.9,539.5
3.33,0.0,0.0,1.8,416.8,497.4,524.8
3.34,0.0,2.2,0.0,408.6,484.5,502.3
3.35,1.3,2.0,0.0,391.7,466.2,491.8
3.36,0.0,0.0,0.0,377.0,444.0,474.7
3.37,5.8,0.0,7.1,351.9,426.8,453.3
3.38,0.0,0.0,0.0,326.6,408.6,427.8
3.39,2.2,0.0,3.4,308.7,391.5,406.5
3.4,0.0,1.1,0.0,271.3,370.1,389.2
3.41,0.0,0.7,6.7,238.9,344.4,364.7
3.42,1.9,0.0,0.0,206.7,322.0,336.0
3.43,2.9,5.4,3.2,169.9,287.4,315.7
3.44,0.0,0.0,0.0,126.4,268.7,288.8
3.45,0.0,5.9,8.9,92.4,240.2,260.2
3.46,2.3,5.8,2.8,46.0,214.6,230.9
3.47,3.8,0.0,0.0,11.0,187.2,194.8
3.48,5.5,0.0,0.0,0.0,150.9,158.9
3.49,0.0,0.0,2.7,0.0,125.2,131.7
3.5,0.0,1.3,2.6,0.9,101.1,100.9
3.51,0.0,2.9,2.3,1.4,66.8,66.9
3.52,0.0,0.6,0.6,0.0,34.8,35.8
3.53,0.0,0.0,0.0,0.0,0.0,0.4
3.54,5.2,16.4,4.3,1.8,2.2,2.9
3.55,4.8,39.2,0.3,0.0,0.0,6.5
3.56,8.8,75.1,36.9,0.0,0.0,9.5
3.57,11.7,102.8,67.1,6.6,0.0,1.0
3.58,5.6,133.3,99.5,0.0,1.6,0.0
3.59,0.0,166.5,132.8,0.0,0.0,0.0
3.6,0.0,199.8,163.7,0.0,0.0,5.4
3.61,0.0,224.1,200.4,0.0,0.0,5.4
3.62,1.9,249.6,223.3,3.5,0.0,0.0
3.63,0.0,285.4,261.2,0.0,0.9,4.8
3.64,1.8,308.7,286.5,2.5,0.0,0.6
3.65,3.7,333.8,317.9,0.0,0.0,0.0
3.66,4.5,362.7,345.0,0.0,0.7,0.0
3.67,0.7,384.3,370.5,0.0,4.0,6.8
3.68,0.0,416.3,403.2,1.9,3.0,2.9
3.69,0.0,428.8,421.5,0.0,0.0,0.0
3.7,0.0,454.5,449.3,0.0,3.1,3.7
3.71,0.0,471.6,471.6,2.9,5.5,2.9
3.72,0.4,490.2,488.5,2.0,2.8,0.0
3.73,7.5,504.3,504.0,1.4,0.0,0.0
3.74,0.8,520.2,523.5,1.2,1.1,0.0
3.75,0.0,538.1,548.7,0.0,5.5,0.0
3.76,3.8,545.7,560.5,5.0,0.0,0.0
3.77,0.0,558.4,572.5,0.0,11.6,0.0
3.78,4.2,570.7,581.4,1.1,0.0,5.0
3.79,3.9,584.1,600.7,1.5,0.6,3.3
3.8,0.2,586.3,598.7,0.0,2.9,0.8
3.81,8.4,591.4,609.4,7.6,0.7,0.0
3.82,4.5,590.6,615.8,0.0,0.6,1.2
3.83,0.2,603.6,611.8,0.1,0.0,0.0
3.84,0.0,601.6,615.4,0.0,0.0,3.5
3.85,0.0,600.8,616.3,4.6,2.3,3.6
3.86,0.0,587.2,619.5,4.8,0.0,0.2
3.87,0.0,589.9,610.5,0.6,3.6,3.3
3.88,0.0,578.6,601.0,0.0,0.0,4.1
3.89,0.0,577.7,593.3,0.0,2.2,0.4
3.9,0.0,566.6,587.3,0.0,3.4,0.0
3.91,0.0,556.6,573.8,0.0,14.9,0.0
3.92,0.0,539.3,570.5,0.0,5.6,0.0
3.93,1.7,524.2,556.7,0.0,0.0,0.0
3.94,0.3,510.5,538.0,5.9,8.6,0.0
3.95,0.0,497.6,519.8,3.0,0.0,0.0
3.96,3.5,477.4,505.3,0.1,0.0,0.0
3.97,0.0,460.0,485.2,0.0,0.7,3.9
3.98,0.0,434.3,457.1,1.4,0.0,0.9
3.99,0.0,416.5,435.0,0.8,1.1,4.6
4.0,4.1,399.2,417.3,0.0,0.0,3.2
4.01,2.4,370.9,390.5,1.6,5.1,2.0
4.02,5.3,346.2,365.6,2.0,0.0,3.2
4.03,6.3,320.2,332.4,2.7,0.0,0.6
4.04,0.0,289.7,304.8,0.0,7.1,5.2
4.05,0.0,270.7,280.6,1.7,3.9,0.0
4.06,0.0,237.2,246.2,7.9,17.6,0.0
4.07,0.0,207.5,212.3,8.5,47.5,9.4
4.08,0.0,179.9,184.5,18.6,80.4,47.6
4.09,0.0,150.9,154.6,9.2,94.5,65.8
4.1,0.0,111.7,130.1,1.0,122.5,102.2
4.11,0.0,86.1,87.4,0.6,151.1,120.0
4.12,3.6,63.8,57.8,0.0,180.5,154.0
4.13,0.0,30.4,33.3,2.2,209.3,180.6
4.14,0.5,0.0,0.0,3.3,227.7,204.6
4.15,7.5,2.9,2.6,0.5,251.7,232.9
4.16,0.0,0.0,0.0,1.2,274.4,263.8
4.17,4.3,1.4,1.6,7.7,299.4,286.1
4.18,1.5,0.0,9.3,0.0,323.4,308.5
4.19,5.1,0.0,3.2,0.0,339.4,340.1
4.2,3.9,0.0,0.6,0.0,367.1,359.8
4.21,0.0,6.7,0.0,0.0,385.6,383.7
4.22,0.0,0.0,0.0,0.0,408.6,408.3
4.23,0.0,4.6,0.0,5.2,434.6,430.7
4.24,0.0,0.0,0.0,0.0,439.0,434.9
4.25,0.1,0.0,0.0,0.0,465.9,462.1
4.26,1.2,1.6,0.0,1.7,484.0,473.2
4.27,3.2,0.0,0.0,0.0,495.5,507.0
4.28,6.3,2.7,4.5,0.0,506.2,511.7
4.29,0.0,0.0,0.0,0.0,522.1,528.7
4.3,4.6,0.0,0.8,0.0,530.2,534.8
4.31,1.1,0.0,0.0,0.0,541.6,547.1
4.32,0.0,7.9,0.0,2.4,546.0,562.7
4.33,0.0,0.0,0.0,0.0,548.4,568.9
4.34,0.5,0.0,8.9,0.5,563.0,580.7
4.35,0.0,3.5,0.8,0.2,573.3,576.4
4.36,0.0,0.0,0.7,3.9,564.7,583.2
4.37,0.0,4.5,2.1,1.4,568.0,589.1
4.38,0.0,0.0,10.1,0.0,568.9,591.2
4.39,0.0,0.0,0.0,4.6,561.8,590.3
4.4,4.9,0.0,0.0,0.0,562.2,582.0
4.41,0.0,0.0,8.0,0.0,563.3,580.7
4.42,0.4,0.3,0.0,0.0,557.0,581.7
4.43,2.1,0.0,5.2,0.0,551.4,568.6
4.44,0.0,0.0,0.0,0.0,544.2,564.2
4.45,0.0,1.2,1.7,1.6,535.0,559.6
4.46,0.0,0.2,0.0,0.0,522.6,546.6
4.47,0.0,4.8,10.4,6.8,516.4,539.6
4.48,2.7,4.7,0.0,0.0,503.7,526.0
4.49,2.3,0.2,0.0,0.0,485.5,509.6
4.5,0.0,2.0,2.2,0.0,476.1,494.8
4.51,0.0,0.0,0.0,3.7,456.4,486.9
4.52,0.7,2.8,1.7,2.6,444.8,466.1
4.53,0.0,1.6,0.0,0.0,424.2,447.2
4.54,0.0,3.8,0.6,0.0,407.3,427.0
4.55,0.9,0.0,0.0,0.0,386.7,402.7
4.56,0.0,0.0,0.0,1.0,365.2,382.6
4.57,1.2,0.0,0.0,0.0,345.3,352.9
4.58,10.1,5.7,3.5,0.0,325.2,336.7
4.59,2.7,1.1,0.0,0.0,299.3,312.7
4.6,5.4,0.0,0.0,0.0,275.6,292.5
4.61,2.0,10.2,1.7,0.0,249.5,262.4
4.62,0.3,35.1,6.2,0.0,218.8,241.8
4.63,2.1,70.6,29.1,0.0,200.8,210.8
4.64,1.9,97.4,64.6,0.0,169.7,185.2
4.65,3.5,129.0,90.9,0.4,146.2,156.7
4.66,0.2,156.6,124.2,0.2,118.4,131.5
4.67,0.0,184.1,159.4,4.7,92.1,105.2
4.68,0.0,212.3,175.4,0.0,65.2,67.7
4.69,1.8,237.7,210.2,1.2,42.5,49.9
4.7,0.0,257.8,241.3,0.0,14.5,10.5
4.71,2.7,281.2,271.4,7.9,0.4,0.0
4.72,5.4,306.9,301.5,0.0,4.8,0.0
4.73,0.0,336.6,315.7,0.0,12.2,6.0
4.74,4.8,347.3,353.0,1.1,2.0,0.0
4.75,1.0,377.5,373.2,0.8,3.6,2.9
4.76,0.1,396.8,392.7,0.0,1.1,0.0
4.77,0.3,421.9,409.1,2.4,2.6,3.3
4.78,0.0,434.3,432.8,6.0,0.0,0.0
4.79,2.5,449.8,457.8,3.7,0.0,0.0
4.8,39.1,471.7,471.1,0.0,0.0,0.0
4.81,81.8,479.9,486.1,7.1,0.0,0.0
4.82,131.5,491.6,497.2,1.9,5.5,0.0
4.83,154.0,501.5,516.7,0.0,1.0,0.0
4.84,191.0,513.9,524.2,0.2,0.0,0.0
4.85,226.4,519.2,533.3,0.0,2.3,3.2
4.86,258.5,525.5,541.6,0.0,1.4,0.0
4.87,292.1,537.2,545.5,1.3,0.0,0.0
4.88,315.5,534.7,549.1,0.0,1.9,0.2
4.89,341.2,534.1,548.9,6.4,3.3,2.0
4.9,359.6,531.8,553.4,2.4,8.4,2.6
4.91,378.9,534.8,547.8,0.0,0.0,1.4
4.92,394.9,528.4,554.4,2.4,6.8,4.8
4.93,405.4,524.1,545.4,1.8,0.0,0.2
4.94,421.0,515.7,540.4,5.9,9.3,0.0
