time_s,L1_heel,L2_lateral_forefoot,L3_medial_forefoot,R1_heel,R2_lateral_forefoot,R3_medial_forefoot
1.77,0.0,517.0,245.1,0.4,0.8,7.4
1.78,0.0,475.2,233.9,10.8,0.0,0.0
1.79,0.0,447.0,213.7,0.0,0.0,0.0
1.8,0.3,415.6,201.9,5.1,0.7,0.3
1.81,1.0,370.7,177.0,0.0,0.0,0.0
1.82,3.0,336.8,160.4,4.4,0.0,0.0
1.83,0.0,298.6,141.9,2.9,0.0,0.0
1.84,0.0,246.2,113.7,0.4,0.0,4.5
1.85,4.8,208.2,94.2,3.0,0.0,10.7
1.86,0.0,156.7,70.6,34.9,0.0,2.9
1.87,0.0,98.1,50.0,84.1,0.2,0.8
1.88,0.0,52.9,24.7,136.0,3.7,0.0
1.89,2.4,11.4,3.7,191.2,0.0,4.2
1.9,0.3,0.0,0.0,245.2,0.0,0.0
1.91,0.0,4.3,0.0,281.2,2.7,1.3
1.92,0.3,2.4,0.6,327.4,4.1,0.0
1.93,0.0,1.2,0.0,381.0,0.0,0.0
1.94,0.0,0.0,0.0,412.8,0.0,0.0
1.95,0.0,1.2,0.0,456.0,0.0,0.0
1.96,3.0,6.7,0.0,480.6,0.0,5.9
1.97,0.0,0.0,0.0,509.5,5.6,0.0
1.98,0.0,2.4,2.2,539.2,0.0,0.0
1.99,6.9,8.0,0.0,557.2,1.5,0.0
2.0,0.0,1.0,0.0,564.1,1.3,0.0
2.01,1.5,0.0,0.0,580.6,0.0,2.7
2.02,3.3,0.0,7.7,580.2,0.0,0.0
2.03,1.7,0.0,0.7,584.3,5.2,9.4
2.04,0.0,0.0,0.0,577.4,3.4,4.2
2.05,0.0,1.4,0.0,566.2,8.6,0.3
2.06,4.7,3.9,6.9,549.4,0.0,1.5
2.07,0.0,0.0,0.0,525.3,1.8,0.0
2.08,3.9,3.8,0.0,505.1,34.3,3.1
2.09,4.4,3.6,0.0,481.7,90.5,23.9
2.1,0.0,0.0,0.0,448.0,136.0,47.6
2.11,0.0,0.0,1.4,406.2,177.7,79.0
2.12,0.0,0.0,0.3,373.8,224.1,96.0
2.13,3.7,3.0,0.0,327.6,268.2,118.0
2.14,0.0,0.0,0.0,282.6,312.4,139.0
2.15,0.4,3.6,7.4,227.6,345.4,154.3
2.16,0.0,0.0,1.1,188.5,384.2,170.9
2.17,3.1,0.0,2.3,131.3,424.0,198.5
2.18,0.0,3.1,0.0,82.5,457.0,208.5
2.19,0.0,0.0,0.0,20.1,494.1,214.3
2.2,0.0,0.0,4.7,0.0,510.7,227.1
2.21,0.0,0.0,0.0,0.0,535.9,248.9
2.22,4.3,6.1,3.1,4.7,552.6,252.6
2.23,0.0,7.0,0.0,0.0,575.7,264.1
2.24,0.0,1.7,1.7,6.6,579.6,262.8
2.25,0.0,0.0,6.7,0.0,592.7,274.9
2.26,0.0,6.9,0.0,2.1,599.9,283.8
2.27,0.0,0.0,0.0,1.5,603.2,279.7
2.28,0.0,0.0,0.0,0.0,603.6,277.1
2.29,0.0,0.0,0.1,0.0,594.0,278.9
2.3,0.5,0.4,6.6,0.0,589.7,276.3
2.31,0.0,0.0,0.0,8.4,568.1,269.4
2.32,0.0,5.7,6.2,2.7,559.0,257.3
2.33,3.5,0.0,0.0,0.0,531.2,256.4
2.34,0.0,0.0,0.0,0.0,515.3,242.2
2.35,0.0,4.5,4.2,2.7,500.6,233.2
2.36,4.2,3.5,3.8,0.5,462.9,215.2
2.37,0.0,6.7,0.0,0.0,428.4,209.3
2.38,0.0,0.0,0.0,10.7,398.2,191.1
2.39,2.1,0.0,0.0,0.0,359.4,169.5
2.4,7.5,6.2,0.0,0.0,316.3,153.9
2.41,65.5,0.0,4.7,0.6,272.6,139.9
2.42,115.8,0.0,0.1,0.0,237.5,117.9
2.43,174.6,0.2,0.0,4.0,192.8,98.3
2.44,239.9,0.0,1.8,2.6,147.4,73.3
2.45,280.9,0.8,2.1,1.1,105.8,46.8
2.46,335.7,0.0,0.0,0.3,61.3,29.1
2.47,390.1,5.2,0.0,2.7,11.7,11.1
2.48,430.6,2.9,0.0,0.0,0.0,2.4
2.49,470.3,1.1,5.5,0.0,0.2,0.0
2.5,503.5,0.0,0.0,4.4,4.1,0.3
2.51,537.7,0.0,0.0,7.6,3.2,3.0
2.52,568.2,0.0,0.0,0.9,2.0,0.7
2.53,595.6,0.0,2.9,1.0,0.0,3.1
2.54,619.4,7.7,0.0,0.4,4.1,0.0
2.55,629.9,1.3,0.0,0.0,5.4,0.0
2.56,637.3,0.0,0.0,0.0,3.3,1.4
2.57,644.4,6.3,3.9,3.8,11.8,1.6
2.58,646.8,0.0,8.7,1.6,3.0,0.0
2.59,641.0,5.6,0.0,7.4,4.6,0.0
2.6,628.5,5.5,2.0,3.6,2.6,0.0
2.61,609.8,1.7,0.0,0.0,0.0,0.0
2.62,598.6,0.0,0.9,3.3,0.0,0.7
2.63,568.5,32.2,0.0,0.0,0.0,0.0
2.64,541.3,98.9,30.8,0.0,0.0,0.1
2.65,504.1,131.8,46.9,4.8,0.0,6.4
2.66,466.4,181.7,67.8,2.6,0.0,0.0
2.67,429.9,228.6,92.1,12.4,0.0,1.5
2.68,378.2,273.1,120.3,0.0,4.8,6.7
2.69,330.9,324.5,136.6,3.5,0.0,0.0
2.7,291.3,359.4,166.4,0.0,3.6,7.1
2.71,235.9,402.3,182.9,0.0,1.1,3.9
2.72,179.8,445.5,202.8,9.9,1.5,0.0
2.73,118.0,479.4,215.5,0.0,0.0,0.0
2.74,66.3,514.4,231.2,0.4,8.4,5.6
2.75,7.8,544.1,249.0,7.6,0.0,7.1
2.76,0.0,566.9,257.8,0.0,0.0,0.0
2.77,0.0,601.6,276.6,0.0,0.5,7.3
2.78,0.0,621.1,288.9,4.2,1.6,0.0
2.79,0.0,630.0,291.4,0.0,0.9,1.2
2.8,1.2,649.3,304.0,1.9,0.0,0.0
2.81,0.6,655.5,307.7,0.0,2.1,0.0
2.82,1.0,668.0,314.8,5.9,2.4,0.0
2.83,3.1,669.6,318.7,5.8,0.0,0.0
2.84,2.0,669.9,315.2,0.0,7.3,0.0
2.85,5.9,656.0,309.9,0.0,1.8,2.7
2.86,4.7,645.6,311.3,2.6,0.0,0.0
2.87,0.2,631.1,301.2,4.7,5.0,0.0
2.88,0.6,633.1,292.7,2.7,0.0,5.8
2.89,0.9,606.3,282.4,2.2,0.0,0.0
2.9,0.0,584.6,274.6,1.6,0.0,0.0
2.91,3.7,547.5,266.0,0.0,0.0,0.0
2.92,2.3,526.3,244.1,0.0,3.2,0.4
2.93,0.0,484.4,228.0,0.7,3.1,0.0
2.94,6.2,457.8,211.5,0.0,6.5,3.4
2.95,0.0,418.2,202.6,43.4,0.0,1.6
2.96,0.0,376.7,181.1,88.5,2.3,0.0
2.97,0.0,333.3,165.4,140.6,5.1,2.8
2.98,0.0,295.9,136.4,192.1,0.7,1.9
2.99,9.6,243.2,111.8,236.6,3.9,1.7
3.0,0.0,203.4,100.4,280.0,0.0,0.0
3.01,0.0,149.3,68.2,331.8,5.3,1.1
3.02,0.1,101.7,50.4,365.1,0.0,0.4
3.03,0.0,52.5,18.6,409.3,0.0,0.0
3.04,1.2,2.0,0.8,445.6,0.0,1.9
3.05,0.0,0.9,0.0,480.6,0.0,2.2
3.06,2.0,8.6,0.0,511.7,1.8,2.2
3.07,0.0,4.5,7.6,531.5,1.8,2.5
3.08,0.0,0.0,0.0,542.9,0.0,0.0
3.09,0.0,0.0,0.0,559.7,0.0,3.6
3.1,0.0,5.9,0.0,572.8,6.5,0.0
3.11,0.0,0.0,0.0,577.6,0.0,4.5
3.12,0.0,0.0,0.0,580.0,0.0,0.0
3.13,0.0,0.3,0.0,581.4,1.3,6.3
3.14,0.0,6.4,4.0,569.4,0.0,0.0
3.15,6.9,0.0,1.3,560.5,0.0,1.3
3.16,0.0,0.0,0.0,535.9,3.2,0.0
3.17,2.8,2.0,0.0,521.6,11.2,1.9
3.18,1.2,1.4,8.6,488.1,54.9,21.9
3.19,0.0,2.1,0.0,470.4,103.4,37.3
3.2,0.0,1.3,3.3,432.7,149.9,61.2
3.21,3.0,0.0,0.0,392.0,197.5,84.4
3.22,2.7,2.2,0.0,357.4,235.5,96.1
3.23,3.5,0.8,0.0,318.5,276.9,119.8
3.24,0.0,0.0,5.9,267.2,310.0,142.9
3.25,2.3,0.0,0.0,222.1,352.2,157.1
3.26,0.0,0.0,2.6,175.7,382.4,170.7
3.27,4.0,0.0,4.9,130.8,423.8,191.5
3.28,3.9,2.2,0.0,68.7,451.4,205.1
3.29,0.0,0.0,4.0,27.2,479.0,220.8
3.3,1.1,2.8,3.4,0.0,506.8,229.4
3.31,0.0,0.0,0.0,4.6,525.5,243.8
3.32,3.3,0.0,0.0,2.0,545.2,252.3
3.33,0.0,0.0,0.0,5.8,559.9,259.4
3.34,1.3,2.0,0.4,2.0,584.2,273.5
3.35,3.0,5.9,0.0,0.0,586.3,271.6
3.36,0.3,7.2,2.3,2.1,592.7,274.5
3.37,3.4,4.2,0.0,2.3,600.1,274.9
3.38,1.2,0.3,0.0,0.0,597.4,279.9
3.39,6.3,3.2,0.0,0.0,584.6,278.4
3.4,0.0,0.0,0.9,0.0,595.2,279.2
3.41,0.0,2.4,5.2,3.3,575.1,267.0
3.42,0.0,1.6,1.8,0.0,560.3,259.2
3.43,0.0,0.0,2.8,0.0,546.4,251.0
3.44,0.0,0.0,0.0,0.0,525.3,251.2
3.45,0.0,1.1,0.0,0.0,502.7,243.0
3.46,0.0,1.5,0.0,2.0,479.6,230.8
3.47,0.0,3.8,0.7,1.0,443.4,211.8
3.48,1.0,6.7,0.6,0.0,423.0,199.8
3.49,1.9,0.0,0.4,0.0,390.6,174.7
3.5,4.0,0.0,0.0,0.0,344.6,173.4
3.51,3.8,3.3,0.0,0.0,315.8,153.9
3.52,0.0,5.2,6.6,0.0,271.3,134.3
3.53,48.4,5.1,1.1,2.7,232.3,107.7
3.54,109.4,1.9,2.3,0.0,193.3,89.9
3.55,165.6,8.0,1.9,6.9,152.2,70.0
3.56,224.9,0.0,0.0,0.0,106.0,56.6
3.57,270.8,6.4,2.1,0.0,54.5,32.6
3.58,324.8,0.0,0.1,0.0,15.4,6.5
3.59,368.0,0.0,0.0,0.0,2.0,2.3
3.6,413.1,0.0,0.0,13.8,0.0,0.0
3.61,452.5,0.0,8.0,0.0,0.0,0.0
3.62,485.7,0.0,4.7,0.0,0.0,0.0
3.63,512.0,0.0,0.0,0.2,2.3,0.0
3.64,542.2,0.5,2.7,0.0,0.0,0.0
3.65,563.6,2.6,0.9,0.0,1.0,0.1
3.66,575.9,1.4,7.0,1.4,0.0,0.0
3.67,573.4,0.0,0.0,2.3,1.1,0.0
3.68,587.0,4.8,0.9,0.3,0.0,0.0
3.69,588.1,0.0,0.0,0.0,1.2,1.5
3.7,573.4,0.0,0.0,0.0,3.5,0.0
3.71,567.9,0.0,0.0,0.0,0.0,0.6
3.72,542.1,2.6,1.0,0.0,2.2,0.0
3.73,518.9,26.9,4.0,5.9,1.0,6.9
3.74,491.6,80.5,30.5,9.8,0.0,5.3
3.75,453.0,131.9,49.5,0.0,0.0,0.5
3.76,421.8,175.5,69.6,0.0,0.0,0.0
3.77,380.6,218.7,90.8,0.0,0.0,0.0
3.78,324.9,270.3,114.5,3.6,0.0,0.0
3.79,279.2,312.2,131.5,0.0,0.0,0.0
3.8,235.4,354.8,157.4,2.8,0.0,2.7
3.81,177.9,387.0,172.9,1.7,6.7,0.0
3.82,111.0,427.2,193.5,0.0,6.8,0.0
3.83,65.0,470.7,211.8,5.4,0.0,4.7
3.84,0.0,494.3,229.1,0.0,0.0,2.2
3.85,2.5,529.7,234.7,0.0,5.8,0.3
3.86,0.0,545.7,251.8,0.0,0.0,0.0
3.87,1.8,570.2,266.0,0.0,4.1,0.0
3.88,1.0,582.9,277.0,4.2,2.5,3.7
3.89,0.5,598.2,277.3,0.0,0.0,1.2
3.9,2.3,602.1,290.6,4.6,5.6,0.0
3.91,0.0,607.4,286.8,0.0,0.0,0.0
3.92,0.0,610.6,284.5,0.0,3.4,1.9
3.93,3.7,602.6,287.4,0.8,0.0,1.4
3.94,0.0,588.8,276.5,0.0,0.0,0.0
3.95,0.0,570.7,268.5,0.0,8.2,0.0
3.96,0.0,560.5,268.6,0.0,0.0,1.3
3.97,0.0,541.5,257.3,0.0,0.0,0.0
3.98,0.0,515.5,247.9,0.0,3.3,7.3
3.99,1.8,482.9,234.5,4.5,5.0,6.1
4.0,0.0,455.2,223.6,0.0,0.0,0.0
4.01,6.1,422.2,193.3,0.0,5.8,0.0
4.02,0.9,387.3,179.8,1.0,0.0,3.9
4.03,0.0,340.3,161.0,0.0,0.0,0.0
4.04,1.1,308.1,146.5,41.9,0.0,2.9
4.05,0.0,259.1,122.0,101.4,0.0,0.0
4.06,0.0,207.3,103.0,154.4,0.0,0.0
4.07,0.0,159.5,76.5,207.1,1.6,2.8
4.08,2.7,114.7,51.9,256.5,0.8,0.0
4.09,2.7,55.3,30.9,309.5,0.0,10.3
4.1,0.9,5.6,5.2,354.3,0.8,3.8
4.11,7.6,0.0,1.6,399.1,0.0,0.0
4.12,0.0,0.0,2.6,441.4,0.0,2.7
4.13,5.5,0.0,1.7,477.5,1.7,0.0
4.14,5.6,0.0,3.9,514.5,0.0,2.1
4.15,1.3,0.0,0.2,535.4,0.0,0.0
4.16,1.8,0.0,0.7,561.8,3.0,1.2
4.17,3.8,5.5,0.0,575.8,0.0,4.2
4.18,0.0,4.8,3.9,586.2,4.2,3.3
4.19,0.0,0.0,6.8,599.0,0.0,4.4
4.2,0.0,5.9,0.0,599.6,3.5,12.5
4.21,1.2,1.6,2.6,591.4,5.8,0.0
4.22,0.0,4.4,0.0,571.7,0.0,7.2
4.23,0.0,0.0,0.0,573.8,3.5,1.2
4.24,0.0,0.0,2.5,552.4,2.5,0.0
4.25,0.0,2.5,0.0,528.9,39.2,4.1
4.26,0.0,0.0,1.6,499.3,90.5,31.4
4.27,0.0,0.0,0.0,460.2,136.0,49.9
4.28,0.4,0.0,6.0,419.9,191.8,66.7
4.29,0.0,1.5,0.0,372.0,232.5,100.5
4.3,2.0,0.4,0.0,333.9,274.6,120.1
4.31,7.9,6.2,1.4,282.7,319.4,138.3
4.32,5.0,0.0,0.0,229.9,366.2,155.6
4.33,0.0,0.4,0.9,174.1,398.1,181.5
4.34,0.0,2.8,6.6,120.2,445.9,203.0
4.35,0.0,0.0,0.0,62.5,477.2,210.9
4.36,0.8,0.0,0.0,14.9,497.6,230.8
4.37,1.0,0.7,0.0,4.5,533.0,252.2
4.38,0.7,6.0,3.2,0.0,549.8,259.2
4.39,0.0,0.5,0.4,4.9,570.6,265.7
4.4,0.0,3.0,2.8,0.4,588.5,273.8
4.41,3.8,3.3,0.0,5.9,600.1,279.0
4.42,1.6,0.0,0.0,2.4,614.7,285.9
4.43,0.0,0.3,2.5,2.5,617.5,286.9
4.44,0.0,0.0,6.4,1.0,618.8,288.4
4.45,0.0,6.0,0.0,0.0,613.8,287.9
4.46,0.0,2.8,0.1,0.0,604.3,279.0
4.47,0.0,3.5,4.4,0.8,593.0,280.0
4.48,0.0,2.1,0.5,0.0,584.4,284.6
4.49,0.0,0.4,2.6,10.4,559.6,259.7
4.5,0.0,3.3,0.0,3.0,543.9,261.0
4.51,0.0,0.0,0.0,0.0,509.6,246.9
4.52,1.1,5.1,0.0,0.0,482.9,231.6
4.53,0.4,0.0,0.0,0.0,451.3,211.6
4.54,5.0,4.2,0.0,0.0,419.2,200.7
4.55,0.8,0.0,1.8,0.0,380.1,186.3
4.56,3.2,2.7,2.2,3.6,336.7,164.1
4.57,0.0,0.0,3.1,0.0,292.8,140.4
4.58,0.6,1.1,2.0,2.6,244.0,118.2
4.59,18.9,0.0,0.0,0.0,200.5,93.5
4.6,77.2,0.0,0.0,0.0,162.5,73.8
4.61,128.5,0.0,0.0,2.4,100.9,52.4
4.62,186.0,0.1,4.4,0.0,53.0,26.9
4.63,226.5,0.5,0.0,3.9,0.0,2.7
4.64,276.1,0.0,0.0,5.9,0.0,0.1
4.65,326.6,0.0,0.3,5.8,0.0,7.7
4.66,368.3,0.6,0.0,0.0,0.0,1.1
4.67,405.4,1.6,1.3,1.2,1.3,1.3
4.68,447.6,0.0,6.1,0.0,2.9,0.0
4.69,477.3,0.2,0.0,0.0,1.4,4.3
4.7,510.2,0.1,0.0,0.4,0.0,2.8
4.71,526.3,0.0,0.0,0.0,0.0,2.6
4.72,552.2,0.0,0.0,2.4,0.0,2.8
4.73,569.6,0.0,2.2,3.3,0.0,0.0
4.74,580.4,0.0,0.0,5.2,0.0,0.0
4.75,588.3,0.0,0.0,2.0,0.0,7.5
4.76,585.4,4.9,4.0,0.0,1.0,0.0
4.77,584.0,0.0,0.0,0.0,0.0,0.0
4.78,572.9,8.2,0.0,0.5,6.3,0.0
4.79,562.1,7.7,0.6,5.9,9.2,0.0
4.8,534.4,0.3,5.2,5.9,0.0,6.8
4.81,506.8,30.5,0.8,0.0,0.0,1.5
4.82,494.6,88.2,20.3,3.9,0.0,4.8
4.83,455.5,128.7,48.3,0.0,0.0,0.0
4.84,415.3,173.2,66.8,1.7,2.7,0.0
4.85,382.2,213.3,91.9,0.0,0.0,0.0
4.86,338.2,257.8,102.5,1.0,0.0,6.8
4.87,296.4,297.4,131.2,0.0,1.0,1.0
4.88,249.0,347.3,149.6,0.0,0.0,0.2
4.89,195.3,381.3,165.3,0.0,0.0,1.2
4.9,149.0,413.7,181.8,2.3,0.0,0.0
4.91,87.6,446.1,201.8,0.0,0.0,8.4
4.92,29.3,474.4,213.8,0.0,0.8,8.2
4.93,0.6,505.5,219.9,3.6,0.0,4.9
4.94,0.0,530.9,239.3,4.5,0.1,4.4
