time_s,L1_heel,L2_lateral_forefoot,L3_medial_forefoot,R1_heel,R2_lateral_forefoot,R3_medial_forefoot
1.45,569.2,3.7,0.0,3.1,7.4,0.0
1.46,574.1,6.1,7.9,2.7,0.0,0.0
1.47,574.7,1.4,0.0,0.7,0.0,2.5
1.48,572.2,3.6,0.0,0.0,0.0,0.0
1.49,564.5,0.0,0.0,7.2,0.0,0.0
1.5,553.8,0.0,0.3,0.0,2.6,0.0
1.51,523.5,6.8,0.0,0.0,0.0,4.2
1.52,502.0,37.0,0.0,0.0,0.7,0.0
1.53,467.9,77.7,10.5,0.0,4.5,0.0
1.54,431.7,112.8,53.5,6.2,0.0,0.0
1.55,395.6,146.9,85.0,5.5,0.0,0.0
1.56,348.3,185.1,142.8,1.8,0.0,2.1
1.57,302.5,225.3,174.5,0.0,0.0,0.0
1.58,244.5,254.6,215.7,2.5,10.3,0.2
1.59,187.7,276.5,244.5,0.3,3.1,5.1
1.6,133.0,311.3,282.7,0.0,0.0,5.3
1.61,76.9,345.9,314.2,1.4,0.0,0.0
1.62,17.9,361.9,352.4,0.0,0.0,2.6
1.63,0.0,377.0,371.1,1.0,0.5,0.9
1.64,0.4,410.3,400.3,0.8,0.0,0.0
1.65,0.9,420.9,415.2,2.4,2.1,1.3
1.66,10.1,430.4,433.2,0.0,0.0,0.0
1.67,7.5,438.4,447.7,2.8,0.0,5.9
1.68,0.0,450.2,463.8,0.0,1.5,2.1
1.69,0.0,446.4,457.4,0.0,0.0,0.0
1.7,0.0,452.5,462.1,0.0,2.9,0.0
1.71,0.0,446.2,458.3,0.0,0.0,0.0
1.72,1.3,437.7,456.6,4.1,0.0,0.0
1.73,4.8,426.9,448.8,0.0,0.4,0.0
1.74,0.0,412.0,433.1,0.0,0.0,0.0
1.75,0.0,400.2,420.5,5.0,2.8,3.1
1.76,0.0,372.9,395.8,0.0,0.0,5.1
1.77,0.0,347.5,376.9,0.0,7.4,0.0
1.78,0.0,331.4,359.8,0.0,4.3,0.0
1.79,0.0,304.0,327.8,3.3,0.0,1.7
1.8,0.0,273.7,295.4,3.4,0.0,0.0
1.81,0.0,241.7,256.8,3.0,0.0,0.0
1.82,0.0,205.3,218.6,2.2,0.0,0.0
1.83,0.0,174.7,182.3,0.3,7.3,0.0
1.84,8.5,135.1,147.3,0.0,0.0,1.0
1.85,0.0,96.1,110.4,0.0,3.7,0.0
1.86,0.0,58.7,69.1,22.3,0.0,0.8
1.87,7.3,29.6,26.0,74.2,0.0,0.0
1.88,11.6,0.0,0.0,121.9,0.0,2.7
1.89,0.0,2.0,0.1,177.4,4.4,0.0
1.9,0.0,0.0,0.0,227.2,1.2,10.2
1.91,1.4,0.0,0.0,273.5,0.0,0.0
1.92,6.9,0.0,8.1,326.2,6.5,1.3
1.93,0.0,0.0,0.0,368.9,0.0,11.3
1.94,0.0,1.6,0.0,409.1,0.0,0.8
1.95,3.1,0.0,4.8,446.3,0.0,0.0
1.96,1.7,0.0,0.0,481.9,2.5,0.0
1.97,0.0,3.4,0.0,519.0,0.4,6.1
1.98,0.0,5.7,0.0,548.6,0.4,0.0
1.99,0.0,6.0,0.0,569.9,0.0,1.7
2.0,0.0,1.4,0.0,596.2,0.0,0.0
2.01,0.0,0.2,2.4,609.1,0.0,0.0
2.02,0.9,5.3,2.7,622.9,1.9,0.0
2.03,0.0,6.7,2.0,626.5,2.6,5.4
2.04,1.9,4.5,0.0,626.2,0.0,0.0
2.05,4.1,0.0,0.3,627.1,3.8,0.0
2.06,0.6,0.8,0.0,614.4,0.0,5.0
2.07,1.4,1.8,0.0,609.7,0.0,0.0
2.08,0.2,0.0,8.6,587.5,0.8,1.3
2.09,0.0,1.9,0.4,574.2,0.0,3.4
2.1,0.0,9.1,0.0,544.2,39.4,1.9
2.11,1.3,2.6,0.7,520.8,67.6,0.0
2.12,0.0,5.9,0.0,479.3,104.5,45.1
2.13,8.4,0.7,0.0,444.7,134.8,80.4
2.14,6.3,0.0,0.0,409.2,175.6,117.5
2.15,1.5,1.5,0.0,369.6,215.4,155.6
2.16,0.0,0.0,3.7,326.2,239.9,186.0
2.17,0.0,0.0,2.3,271.9,273.2,228.5
2.18,4.8,5.1,2.1,229.3,308.7,256.2
2.19,1.1,5.5,0.0,169.4,328.1,292.9
2.2,1.9,0.0,0.0,122.2,348.9,325.4
2.21,0.0,3.9,1.1,60.5,373.0,357.8
2.22,3.7,0.0,0.0,11.9,397.1,377.0
2.23,1.8,1.4,0.0,0.0,414.1,410.6
2.24,0.0,1.8,1.8,0.0,431.6,430.8
2.25,0.0,4.0,0.0,1.9,452.8,444.9
2.26,1.1,0.3,0.9,0.0,465.6,459.3
2.27,0.2,5.6,6.4,1.7,465.0,472.3
2.28,0.0,1.2,0.0,3.6,476.0,490.8
2.29,0.0,2.5,4.7,0.0,482.5,495.5
2.3,0.0,0.0,2.2,0.0,489.3,509.1
2.31,0.6,8.6,0.0,0.0,491.4,504.4
2.32,5.9,1.9,0.0,0.0,495.1,503.5
2.33,0.0,2.9,0.0,0.0,477.2,505.0
2.34,0.0,0.0,0.0,0.4,469.7,495.4
2.35,0.7,0.0,0.0,0.0,463.5,489.3
2.36,1.2,5.0,2.5,6.7,445.7,481.5
2.37,0.0,1.1,5.0,0.0,432.8,463.6
2.38,0.0,0.0,1.2,5.6,414.4,446.4
2.39,1.3,4.2,0.0,0.0,386.0,427.0
2.4,6.9,0.0,0.0,0.3,375.4,397.1
2.41,40.7,5.6,0.3,4.7,350.5,380.9
2.42,107.8,0.0,0.1,4.5,330.8,353.1
2.43,159.6,0.8,0.7,0.0,298.5,327.2
2.44,215.8,4.7,8.4,2.2,264.7,295.3
2.45,265.2,0.0,5.0,1.7,238.5,259.6
2.46,319.0,0.0,3.1,0.0,199.6,230.5
2.47,373.6,0.0,0.0,2.5,170.5,189.9
2.48,415.7,3.3,0.0,7.4,144.4,155.7
2.49,461.6,0.0,0.0,1.9,106.6,116.1
2.5,496.7,0.0,0.0,2.3,76.4,81.2
2.51,526.8,3.3,2.0,2.7,29.6,39.4
2.52,560.4,0.0,1.4,0.0,1.0,8.8
2.53,578.8,0.0,0.0,1.8,0.0,8.1
2.54,598.9,0.0,4.8,0.0,3.8,3.5
2.55,607.7,0.0,0.4,0.0,2.7,6.2
2.56,617.1,0.0,0.0,8.6,2.6,0.0
2.57,616.7,3.7,0.0,0.0,6.2,0.0
2.58,620.6,0.0,1.1,0.0,0.0,0.0
2.59,603.7,6.6,3.9,4.6,5.3,0.2
2.6,598.1,0.0,0.0,0.0,0.0,0.0
2.61,575.4,0.0,3.3,0.0,0.0,0.0
2.62,557.1,22.9,0.7,5.0,3.0,4.6
2.63,526.8,55.4,0.0,0.2,0.0,8.6
2.64,497.9,89.9,19.6,0.0,2.3,5.1
2.65,456.1,128.4,71.0,2.2,0.4,4.3
2.66,405.4,170.6,112.1,0.0,4.3,0.9
2.67,366.4,206.1,148.7,6.2,0.0,0.0
2.68,313.7,230.8,192.5,0.0,0.2,0.3
2.69,265.3,266.3,228.5,4.2,2.0,8.4
2.7,220.0,297.5,263.2,7.1,0.0,0.0
2.71,161.3,322.0,291.3,0.0,0.0,0.0
2.72,99.3,352.6,334.3,0.0,1.9,4.4
2.73,40.5,377.4,359.7,1.6,0.0,4.7
2.74,0.1,404.2,383.7,0.0,0.0,0.0
2.75,0.0,424.1,407.6,1.1,0.0,0.0
2.76,0.0,435.1,433.5,0.0,6.4,0.0
2.77,1.2,449.9,445.0,0.0,0.0,0.3
2.78,4.6,465.0,470.7,0.2,0.0,4.4
2.79,2.4,468.6,477.0,0.3,0.0,0.0
2.8,0.0,479.0,491.9,0.7,0.0,4.4
2.81,1.2,479.0,494.5,0.0,2.6,0.4
2.82,0.3,475.2,498.3,0.0,3.3,9.3
2.83,1.7,471.9,495.8,0.0,0.4,1.3
2.84,6.5,475.3,494.1,0.0,3.8,0.0
2.85,0.0,459.6,494.8,0.0,2.9,2.3
2.86,0.0,454.7,482.0,1.3,4.5,0.0
2.87,2.4,431.2,463.7,0.0,3.9,0.0
2.88,0.0,416.8,444.9,0.0,6.3,0.0
2.89,5.9,405.0,428.1,0.0,0.0,0.0
2.9,1.5,368.5,405.9,0.0,0.0,0.0
2.91,3.4,340.1,372.1,6.5,2.7,0.0
2.92,0.0,325.6,346.4,0.1,3.1,0.0
2.93,3.3,287.9,308.5,0.7,6.3,0.0
2.94,4.3,260.1,287.1,0.0,5.1,1.0
2.95,0.9,225.2,255.7,0.0,7.8,0.4
2.96,0.9,194.5,210.9,0.0,2.5,0.0
2.97,1.1,154.3,163.8,0.0,0.9,0.0
2.98,0.0,121.1,135.3,52.9,0.0,0.0
2.99,0.0,86.5,88.9,123.0,1.2,0.0
3.0,0.0,43.1,48.8,180.1,0.0,0.2
3.01,1.5,6.4,12.6,250.3,0.8,0.0
3.02,4.0,0.0,1.0,322.6,0.2,1.1
3.03,0.0,0.0,0.0,379.0,1.9,1.0
3.04,0.0,0.0,0.0,436.3,0.0,0.0
3.05,5.9,0.5,0.5,487.8,3.7,9.7
3.06,0.0,0.0,0.0,531.5,0.0,0.0
3.07,0.0,0.0,0.0,568.5,0.8,0.0
3.08,0.8,0.0,0.0,602.2,4.8,0.0
3.09,3.4,0.0,1.4,641.1,7.5,0.0
3.1,0.0,2.8,0.0,660.9,2.9,2.7
3.11,5.3,5.7,0.0,688.3,6.7,0.0
3.12,3.4,0.0,4.0,688.1,0.7,0.0
3.13,3.4,1.9,0.0,702.1,0.0,0.0
3.14,2.2,0.0,0.0,691.5,2.1,0.0
3.15,9.3,1.5,0.0,688.8,0.0,0.0
3.16,0.0,6.3,0.6,675.0,0.0,0.0
3.17,0.0,2.0,2.2,642.4,0.0,3.5
3.18,6.4,0.0,4.5,616.7,15.0,0.8
3.19,0.0,1.8,0.0,580.7,66.0,6.2
3.2,0.4,4.9,2.3,540.5,108.0,36.5
3.21,5.2,0.0,0.8,503.4,149.7,84.0
3.22,0.0,4.0,0.0,450.5,191.1,137.3
3.23,0.0,0.0,7.6,397.6,236.3,176.2
3.24,0.0,0.0,0.0,342.0,276.7,222.3
3.25,0.0,0.6,1.7,271.5,306.4,265.8
3.26,1.8,0.0,1.6,220.5,341.0,313.8
3.27,2.1,0.0,1.1,148.3,382.9,347.1
3.28,1.1,5.1,0.0,84.8,403.8,381.3
3.29,0.0,0.0,3.3,17.3,439.0,420.2
3.3,0.0,0.0,0.0,5.5,467.7,445.4
3.31,0.2,0.0,0.0,0.0,489.0,478.2
3.32,0.0,0.0,0.0,0.0,503.5,501.5
3.33,1.8,0.0,0.0,0.2,517.9,519.1
3.34,2.8,5.6,1.7,0.8,535.0,538.2
3.35,0.6,3.8,4.3,0.0,524.0,542.1
3.36,3.0,2.0,0.0,0.6,535.2,556.6
3.37,0.9,0.6,3.1,0.0,540.5,557.8
3.38,2.1,1.6,0.2,0.0,532.0,570.6
3.39,0.0,0.0,0.0,2.7,531.0,555.0
3.4,0.0,3.4,0.0,0.0,514.9,543.0
3.41,0.8,0.0,0.0,0.0,501.1,526.9
3.42,3.3,3.3,0.0,0.0,481.5,520.5
3.43,0.0,4.7,1.7,4.9,459.3,492.9
3.44,2.1,0.8,0.9,0.0,434.7,466.4
3.45,0.0,0.0,0.0,0.3,410.5,442.7
3.46,0.0,1.6,0.0,0.0,376.1,412.4
3.47,3.3,0.0,1.7,1.9,350.1,377.6
3.48,0.0,1.2,0.0,5.4,313.7,337.6
3.49,10.7,0.0,1.2,2.6,278.1,298.1
3.5,66.7,0.0,3.1,2.7,229.9,256.1
3.51,119.5,2.8,0.0,2.4,186.8,212.2
3.52,181.4,0.0,0.0,0.0,151.3,166.8
3.53,240.8,5.6,6.7,0.0,119.7,122.3
3.54,288.6,34.8,21.9,0.0,69.2,70.2
3.55,340.2,60.7,45.9,0.0,17.5,18.2
3.56,390.7,85.9,70.8,0.0,1.7,0.0
3.57,435.6,110.8,99.2,0.0,2.9,3.0
3.58,470.7,138.8,123.0,0.0,0.0,0.0
3.59,513.3,154.3,157.4,0.0,5.5,0.0
3.6,541.2,183.0,176.5,0.0,0.0,3.7
3.61,566.3,210.7,209.2,0.0,0.0,6.1
3.62,591.6,221.2,227.9,0.3,0.1,0.0
3.63,607.7,250.8,249.3,0.0,4.6,0.4
3.64,625.0,269.1,275.1,4.4,0.0,0.0
3.65,637.1,290.6,288.9,0.0,0.0,0.0
3.66,646.7,308.3,320.7,2.8,1.3,1.2
3.67,650.4,330.2,341.4,0.8,0.0,0.0
3.68,632.9,356.4,365.3,0.0,0.0,0.0
3.69,630.0,361.1,373.4,0.0,4.7,0.0
3.7,609.3,377.7,403.6,0.0,2.3,0.0
3.71,595.7,392.4,419.0,0.0,4.2,0.0
3.72,568.9,418.6,436.4,0.0,2.5,3.2
3.73,533.3,422.9,445.8,1.5,9.6,0.0
3.74,511.3,436.5,463.3,0.0,0.0,0.0
3.75,468.2,445.7,465.4,0.1,1.6,1.1
3.76,427.9,453.1,484.9,2.3,0.0,0.0
3.77,381.7,464.2,488.4,3.6,3.8,3.3
3.78,336.4,482.0,493.0,0.0,0.0,0.0
3.79,291.0,483.6,501.9,0.1,6.9,0.0
3.8,236.6,479.1,511.8,0.7,0.0,0.0
3.81,184.9,488.3,512.4,6.2,5.6,0.2
3.82,129.9,484.3,519.7,0.0,2.4,0.0
3.83,77.5,481.2,512.1,0.0,0.0,0.0
3.84,14.1,491.7,510.6,11.2,2.2,0.7
3.85,0.0,490.3,522.9,0.0,1.0,0.0
3.86,4.3,486.5,517.9,0.0,1.4,0.0
3.87,0.0,475.9,505.6,0.0,0.0,3.9
3.88,4.5,471.2,503.9,0.0,0.0,0.0
3.89,1.5,467.8,500.7,1.0,0.0,4.6
3.9,0.0,458.0,489.6,3.2,0.0,0.1
3.91,1.4,445.3,478.6,0.0,3.4,1.2
3.92,7.8,429.6,471.1,0.0,0.0,0.0
3.93,8.3,424.6,451.2,3.7,0.0,0.0
3.94,0.3,415.4,440.5,0.0,2.6,0.0
3.95,0.6,392.2,425.3,0.0,3.4,0.0
3.96,4.3,384.3,408.1,0.0,0.0,1.5
3.97,0.0,366.8,390.4,0.0,0.0,0.0
3.98,1.3,351.3,373.9,0.0,1.8,0.0
3.99,0.0,333.6,354.4,0.0,0.2,0.0
4.0,1.3,308.3,329.7,0.9,5.4,0.9
4.01,0.0,284.7,315.9,0.0,0.0,0.0
4.02,0.0,268.4,286.7,2.2,0.0,3.0
4.03,0.0,252.7,266.8,0.8,3.2,4.3
4.04,0.0,225.0,242.9,0.8,0.0,1.8
4.05,0.0,201.7,221.2,0.0,0.0,3.4
4.06,0.0,174.0,186.4,2.0,0.0,0.0
4.07,7.7,164.7,173.0,21.0,4.9,11.3
4.08,4.4,136.9,140.9,82.1,0.0,0.0
4.09,0.0,112.2,122.2,146.6,9.3,0.0
4.1,1.4,88.2,88.8,198.0,0.0,3.6
4.11,0.0,61.7,63.7,263.1,16.8,3.0
4.12,0.0,33.3,44.5,318.2,38.4,30.4
4.13,0.7,8.4,8.6,367.5,70.1,60.0
4.14,2.5,0.0,5.0,409.6,95.9,77.5
4.15,0.0,10.5,0.2,450.4,116.7,120.6
4.16,4.3,2.2,1.7,505.3,159.8,141.5
4.17,0.0,0.0,0.3,539.0,172.0,174.9
4.18,0.0,1.9,3.4,568.8,197.0,188.9
4.19,10.4,0.0,0.0,604.9,227.2,224.7
4.2,0.9,6.0,0.0,620.1,254.3,247.3
4.21,5.7,0.0,0.0,640.1,274.6,277.0
4.22,0.4,2.0,0.4,656.8,287.6,300.4
4.23,2.3,4.3,0.0,657.7,314.7,324.1
4.24,0.0,1.5,2.8,663.7,326.9,341.0
4.25,0.0,0.4,5.2,664.9,357.6,366.6
4.26,0.0,0.0,0.0,652.3,366.1,386.6
4.27,1.7,0.0,0.0,642.0,386.9,408.7
4.28,0.0,0.0,0.0,621.8,406.5,428.9
4.29,2.7,0.0,8.1,592.4,423.6,442.5
4.3,4.3,5.9,1.2,553.2,434.8,452.4
4.31,1.5,0.0,1.9,523.6,454.8,472.3
4.32,0.0,0.0,0.0,492.2,463.1,495.3
4.33,1.8,0.0,0.0,440.0,473.1,503.0
4.34,0.0,4.4,2.0,398.2,474.5,494.7
4.35,3.7,2.7,0.0,350.9,493.7,515.5
4.36,0.0,2.2,4.3,302.5,489.8,526.1
4.37,0.0,0.0,9.2,239.0,504.7,527.3
4.38,0.0,2.3,0.0,181.3,509.2,530.2
4.39,0.0,0.0,0.0,124.8,505.1,533.6
4.4,5.5,0.0,0.0,66.5,507.6,537.8
4.41,3.6,3.9,6.4,4.0,490.2,530.5
4.42,0.0,3.5,4.2,4.2,499.3,537.7
4.43,0.0,0.0,0.0,0.0,500.7,529.0
4.44,0.0,0.0,0.1,0.5,494.7,520.3
4.45,0.0,0.4,0.0,1.8,479.5,521.8
4.46,9.7,6.9,3.6,0.0,475.2,502.9
4.47,1.7,0.0,0.0,3.4,456.9,497.1
4.48,0.0,1.1,0.0,0.6,458.0,485.9
4.49,1.9,0.0,2.4,3.2,436.8,484.1
4.5,0.0,0.0,0.0,0.8,435.6,458.9
4.51,0.0,0.0,0.0,1.5,421.3,437.7
4.52,0.4,0.0,0.0,0.0,399.0,427.3
4.53,0.0,0.0,3.2,0.0,386.1,413.6
4.54,3.2,0.0,6.6,4.9,365.3,395.9
4.55,1.4,0.0,2.3,2.5,348.2,381.6
4.56,2.7,0.0,3.2,0.0,322.7,356.8
4.57,0.0,3.1,0.0,0.7,308.9,329.7
4.58,3.6,3.0,0.0,0.0,278.1,302.1
4.59,6.5,3.4,2.6,0.0,254.7,288.0
4.6,0.0,0.0,0.7,3.8,238.3,255.0
4.61,46.3,1.2,0.0,0.0,213.9,228.1
4.62,110.2,2.7,0.0,0.5,191.3,202.7
4.63,158.3,0.0,0.0,0.0,162.4,172.4
4.64,217.7,0.0,0.0,0.0,147.0,148.0
4.65,261.7,0.0,5.9,1.4,114.1,121.0
4.66,318.6,7.4,1.9,1.9,88.0,96.6
4.67,360.3,7.7,5.5,3.8,61.3,63.5
4.68,405.0,0.0,1.1,0.0,37.8,31.3
4.69,451.4,10.0,0.3,0.0,9.2,1.0
4.7,481.5,0.0,0.0,0.0,1.8,0.8
4.71,513.2,3.9,0.0,0.0,2.9,0.3
4.72,545.3,3.9,0.1,0.0,0.0,0.0
4.73,574.9,0.0,0.0,0.0,0.0,0.0
4.74,588.4,2.0,0.0,0.0,0.0,1.6
4.75,614.2,0.0,0.0,6.0,0.0,5.6
4.76,621.9,2.2,1.7,0.0,2.3,0.0
4.77,636.3,0.9,1.8,0.9,0.1,0.4
4.78,624.9,4.8,0.0,0.0,2.3,3.8
4.79,629.3,0.3,1.9,0.0,0.0,0.0
4.8,618.8,0.0,0.0,3.7,0.0,0.0
4.81,610.6,4.4,0.0,0.0,0.0,0.0
4.82,598.6,2.3,0.0,0.0,1.5,0.0
4.83,576.0,3.6,4.3,0.0,0.0,0.7
4.84,550.5,34.2,0.0,0.9,1.4,0.1
4.85,521.4,68.8,2.7,0.0,0.0,2.2
4.86,489.4,106.4,48.2,0.0,0.0,0.0
4.87,447.3,141.3,78.1,0.0,3.6,0.0
4.88,413.5,181.2,120.1,0.0,0.9,5.5
4.89,369.6,215.3,153.0,0.0,0.0,8.3
4.9,321.9,242.9,201.9,3.9,0.0,5.1
4.91,273.6,280.1,231.1,0.0,0.0,0.0
4.92,221.5,309.2,266.3,1.2,0.0,1.8
4.93,175.7,332.4,304.5,0.6,0.5,0.0
4.94,113.2,354.0,333.0,3.8,2.2,1.1
