timestamp;fsr1;fsr2
7578;61;3991
7581;73;3993
7585;70;3999
7588;61;4007
7592;62;4014
7595;58;4030
7599;61;4044
7603;61;4048
7606;60;4060
7610;71;4074
7613;62;4091
7617;62;4095
7623;63;4095
7624;63;4095
7627;73;4095
7631;63;4095
7635;60;4095
7638;74;4095
7642;63;4095
7645;75;4095
7649;74;4095
7652;74;4095
7656;75;4095
7660;75;4095
7663;74;4095
7667;73;4095
7670;219;4095
7674;569;4095
7677;832;4095
7681;1036;4095
7684;1181;4095
7688;1341;4095
7692;1467;4095
7695;1582;4095
7699;1662;4095
7702;1736;4095
7706;1818;4095
7709;1901;4095
7713;1983;4095
7716;2046;4095
7720;2107;4095
7724;2169;4095
7727;2207;4095
7731;2265;4095
7734;2313;4095
7738;2365;4079
7741;2393;4072
7745;2425;4060
7751;2476;4041
7752;2491;4042
7756;2522;4030
7759;2554;4016
7763;2575;3996
7766;2602;3994
7770;2632;3984
7773;2647;3978
7777;2666;3965
7780;2688;3962
7784;2701;3952
7788;2730;3947
7791;2735;3932
7795;2761;3919
7798;2779;3919
7802;2782;3919
7805;2809;3912
7809;2823;3902
7813;2844;3899
7816;2858;3885
7820;2863;3884
7823;2877;3880
7827;2888;3869
7830;2892;3866
7834;2907;3856
7837;2924;3850
7841;2938;3850
7845;2954;3852
7848;2968;3850
7852;2968;3849
7855;2987;3838
7859;2989;3838
7862;3007;3834
7866;3031;3835
7869;3035;3833
7875;3054;3837
7877;3068;3823
7880;3081;3823
7884;3103;3819
7887;3118;3819
7891;3132;3835
7894;3129;3822
7898;3146;3823
7901;3161;3823
7905;3178;3823
7909;3178;3824
7912;3196;3836
7916;3198;3833
7919;3214;3830
7923;3214;3832
7926;3230;3831
7930;3240;3837
7934;3260;3837
7937;3271;3836
7941;3273;3839
7944;3291;3849
7948;3305;3848
7951;3307;3837
7955;3324;3837
7958;3327;3838
7962;3336;3836
7966;3354;3837
7969;3355;3838
7973;3372;3837
7976;3388;3838
7980;3390;3848
7983;3418;3838
7987;3417;3832
7990;3419;3838
7996;3433;3837
7998;3454;3833
8001;3455;3831
8005;3469;3833
8008;3485;3822
8012;3498;3840
8015;3515;3837
8019;3519;3833
8022;3533;3848
8026;3549;3832
8030;3550;3819
8033;3564;3834
8037;3559;3838
8040;3568;3850
8044;3579;3851
8047;3580;3851
8051;3595;3851
8055;3597;3852
8058;3599;3880
8062;3611;3865
8065;3626;3865
8069;3625;3869
8072;3627;3869
8076;3640;3869
8079;3643;3868
8083;3646;3870
8087;3647;3868
8090;3674;3870
8094;3659;3880
8097;3673;3867
8101;3672;3867
8104;3678;3866
8108;3690;3872
8111;3679;3852
8117;3704;3853
8119;3710;3864
8122;3709;3852
8126;3725;3855
8129;3712;3851
8133;3722;3850
8136;3740;3836
8140;3757;3822
8143;3753;3836
8147;3752;3820
8151;3768;3819
8154;3770;3801
8158;3771;3789
8161;3788;3789
8165;3790;3783
8168;3800;3759
8172;3800;3755
8176;3801;3736
8179;3806;3707
8183;3806;3706
8186;3821;3679
8190;3834;3677
8193;3821;3645
8197;3852;3627
8200;3834;3614
8204;3837;3592
8208;3836;3566
8211;3835;3550
8215;3836;3533
8218;3823;3512
8222;3833;3483
8225;3835;3446
8229;3833;3416
8232;3847;3371
8238;3832;3295
8240;3847;3288
8243;3833;3227
8247;3837;3179
8250;3851;3129
8254;3835;3064
8257;3848;2985
8261;3849;2893
8264;3854;2778
8268;3866;2668
8272;3871;2540
8275;3869;2409
8279;3880;2238
8282;3882;2056
8286;3900;1804
8289;3903;1485
8293;3931;1034
8297;3934;697
8300;3960;174
8304;3964;10
8307;3967;8
8311;3993;5
8314;3984;3
8318;4008;5
8321;4014;3
8325;3997;1
8329;4011;0
8332;4014;1
8336;4031;3
8339;4029;0
8343;4043;0
8346;4039;0
8350;4030;2
8353;4024;0
8357;4008;0
8361;3998;3
8364;3978;1
8368;3959;1
8374;3898;0
8375;3871;0
8378;3805;7
8382;3743;3
8385;3660;0
8389;3597;0
8393;3528;3
8396;3464;3
8400;3390;3
8403;3323;5
8407;3247;2
8410;3150;0
8414;3065;2
8418;2973;0
8421;2888;1
8425;2796;1
8428;2685;0
8432;2618;3
8435;2494;0
8439;2411;3
8442;2335;4
8446;2268;0
8450;2199;0
8453;2106;0
8457;2024;2
8460;1918;0
8464;1835;3
8467;1725;1
8471;1613;2
8474;1480;4
8478;1404;3
8482;1386;0
8485;1355;3
8489;1295;3
8492;1226;4
8496;1162;1
8499;1129;3
8503;1065;3
8506;1008;3
8510;957;1
8514;911;0
8517;875;2
8521;813;0
8527;744;0
8528;730;3
8531;662;1
8535;621;0
8538;538;0
8542;474;3
8546;392;0
8549;352;0
8553;298;4
8556;237;0
8560;216;0
8563;158;1
8567;144;0
8571;109;0
8574;70;0
8578;64;1
8581;61;2
8585;58;1
8588;72;2
8592;73;1
8595;63;1
8599;63;2
8603;62;3
8606;62;1
8610;60;0
8613;61;3
8617;57;1
8620;72;1
8624;62;0
8627;60;0
8631;60;0
8635;61;4
8638;60;1
8642;61;0
8645;60;1
8649;62;1
8652;60;0
8656;64;1
8659;61;1
8663;60;1
8667;62;2
8670;60;0
8674;59;0
8677;59;2
8681;63;3
8684;57;1
8688;58;0
8692;59;0
8695;62;0
8699;62;0
8705;70;2
8706;60;0
8709;61;2
8713;59;3
8716;62;0
8720;59;2
8724;60;2
8727;59;1
8731;59;1
8734;63;0
8738;62;1
8741;63;1
8745;59;1
8748;60;1
8752;59;0
8756;59;2
8759;58;0
8763;58;1
8766;62;0
8770;62;3
8773;58;2
8777;60;0
8780;60;0
8784;60;0
8788;60;1
8791;61;0
8795;60;3
8798;59;0
8802;61;2
8805;61;0
8809;59;1
8813;58;2
8816;60;2
8820;61;2
8823;59;0
8827;58;2
8830;57;0
8834;61;1
8837;60;0
8841;63;3
8845;59;0
8848;59;1
8852;58;0
8855;60;1
8859;60;1
8862;58;0
8866;59;2
8869;57;1
8873;57;1
8877;59;0
8880;56;2
8886;59;2
8887;58;1
8891;56;3
8894;59;0
8898;59;1
8901;57;1
8905;57;1
8909;58;0
8912;58;0
8916;61;1
8919;59;0
8923;58;0
8926;58;3
8930;58;1
8934;58;2
8937;59;1
8941;61;0
8944;59;0
8948;58;1
8951;58;0
8955;58;0
8958;59;0
8962;60;2
8966;58;2
8969;56;0
8973;57;0
8976;60;1
8980;58;3
8983;58;1
8987;58;2
8990;56;1
8994;57;0
8998;56;0
9001;60;2
9005;57;0
9008;58;0
9012;58;0
9015;56;2
9019;60;0
9022;59;1
9026;60;0
9030;56;3
9033;59;0
9037;62;1
9040;60;1
9044;58;2
9047;47;1
9051;56;0
9055;58;0
9058;59;0
9062;60;1
9068;57;0
9069;58;1
9072;60;0
9076;56;1
9079;59;0
9083;58;1
9087;59;0
9090;58;2
9094;55;3
9097;57;2
9101;62;1
9104;57;265
9108;59;874
9111;56;1436
9115;60;1855
9119;54;2202
9122;57;2478
9126;56;2669
9129;57;2845
9133;56;2974
9136;54;3083
9140;57;3180
9143;56;3258
9147;47;3340
9151;59;3407
9154;56;3468
9158;58;3532
9161;59;3596
9165;57;3672
9168;56;3739
9172;60;3787
9175;57;3831
9179;61;3878
9183;56;3898
9186;57;3918
9190;56;3943
9193;56;3964
9197;60;3978
9200;57;3991
9204;48;3994
9208;48;4010
9211;57;4013
9217;46;4024
9218;60;4026
9222;59;4039
9225;59;4040
9229;59;4043
9232;61;4045
9236;61;4062
9240;58;4062
9243;61;4062
9247;58;4074
9250;62;4078
9254;63;4088
9257;63;4091
9261;61;4095
9264;59;4095
9268;60;4095
9272;61;4095
9275;62;4095
9279;72;4095
9282;70;4095
9286;72;4095
9289;62;4095
9293;72;4095
9296;74;4095
9300;64;4095
9304;79;4095
9307;73;4095
9311;250;4095
9314;553;4095
9318;777;4095
9321;990;4095
9325;1150;4095
9329;1291;4095
9332;1401;4095
9336;1531;4095
9339;1595;4095
9343;1659;4095
9346;1755;4092
9352;1883;4080
9353;1900;4088
9357;1991;4074
9361;2064;4061
9364;2125;4047
9368;2174;4045
9371;2264;4027
9375;2331;4023
9378;2413;4009
9382;2491;3991
9385;2525;3977
9389;2556;3952
9393;2602;3946
9396;2637;3928
9400;2680;3899
9403;2702;3885
9407;2733;3863
9410;2777;3831
9414;2813;3800
9417;2830;3755
9421;2862;3723
9425;2907;3689
9428;2936;3664
9432;2972;3615
9435;3002;3597
9439;3032;3560
9442;3049;3527
9446;3071;3480
9450;3088;3439
9453;3134;3399
9457;3151;3356
9460;3176;3291
9464;3194;3271
9467;3229;3229
9473;3232;3130
9474;3246;3113
9478;3275;3062
9482;3275;3008
9485;3310;2955
9489;3320;2876
9492;3339;2796
9496;3342;2747
9499;3356;2680
9503;3374;2588
9506;3384;2505
9510;3400;2410
9514;3405;2320
9517;3437;2248
9521;3440;2142
9524;3453;2064
9528;3446;1965
9531;3483;1854
9535;3480;1784
9538;3498;1676
9542;3514;1530
9546;3516;1388
9549;3550;1264
9553;3548;1086
9556;3563;920
9560;3550;747
9563;3567;607
9567;3593;457
9571;3581;297
9574;3609;189
9578;3614;56
9581;3613;8
9585;3644;18
9588;3646;5
9592;3642;9
9595;3646;9
9601;3677;7
9603;3679;8
9606;3672;16
9610;3689;8
9613;3706;5
9617;3720;6
9620;3704;5
9624;3719;3
9627;3707;2
9631;3727;7
9635;3757;6
9638;3751;4
9642;3744;7
9645;3758;4
9649;3774;7
9652;3770;5
9656;3799;6
9659;3800;16
9663;3804;7
9667;3806;6
9670;3831;6
9674;3820;2
9677;3839;9
9681;3853;10
9684;3854;7
9688;3866;4
9692;3865;3
9695;3885;7
9699;3885;1
9702;3901;2
9706;3887;4
9710;3896;4
9713;3916;3
9717;3928;2
9721;3931;2
9724;3932;0
9728;3958;2
9732;3951;5
9735;3947;4
9739;3965;6
9743;3976;2
9746;3992;2
9752;3979;3
9753;3993;1
9757;3997;1
9761;3997;4
9764;3992;0
9768;3995;0
9772;4008;2
9775;4026;1
9779;4015;3
9783;4029;3
9786;4025;1
9790;4030;0
9794;4056;2
9797;4044;2
9801;4063;0
9805;4058;2
9808;4063;0
9812;4056;0
9815;4075;3
9819;4074;2
9823;4092;2
9826;4090;2
9830;4094;2
9834;4095;2
9837;4095;0
9841;4095;3
9845;4095;3
9848;4095;0
9852;4095;0
9856;4095;1
9859;4095;0
9863;4095;0
9866;4095;1
9870;4095;2
9874;4095;3
9877;4095;0
9881;4095;2
9885;4095;0
9888;4095;1
9892;4095;0
9896;4095;1
9899;4095;0
9903;4095;2
9909;4095;3
9910;4095;4
9914;4095;0
9918;4095;2
9921;4095;0
9925;4095;0
9928;4095;6
9932;4095;1
9936;4076;2
9939;4086;0
9943;4072;0
9947;4077;1
9950;4015;1
9954;3993;0
9958;3918;3
9961;3880;4
9965;3816;1
9969;3788;5
9972;3736;3
9976;3690;0
9979;3612;2
9983;3545;1
9987;3499;4
9990;3463;3
9994;3421;5
9998;3375;0
10001;3336;2
10005;3309;2
10009;3247;1
10012;3181;3
10016;3117;0
10020;3054;1
10023;2951;6
10027;2873;0
10031;2779;0
10034;2668;0
10038;2542;3
10041;2426;0
10045;2332;5
10049;2219;3
10052;2079;1
10058;1815;2
10060;1739;0
10063;1581;1
10067;1416;2
10071;1239;0
10074;1080;2
10078;941;0
10082;798;1
10085;607;0
10089;439;0
10093;382;0
10096;363;1
10100;365;0
10103;315;0
10107;240;3
10111;205;1
10114;216;0
10118;158;1
10122;135;2
10125;109;0
10129;105;0
10133;57;0
10136;71;1
10140;47;2
10144;46;1
10147;48;0
10151;43;1
10154;44;0
10158;42;2
10162;45;2
10165;43;0
10169;40;0
10173;42;0
10176;43;0
10180;42;2
10184;42;0
10187;44;2
10191;43;0
10195;42;2
10198;46;1
10202;45;1
10206;43;0
10209;44;1
10213;43;5
10219;44;1
10220;45;0
10224;44;2
10227;42;0
10231;43;0
10235;42;2
10238;42;1
10242;42;0
10246;43;2
10249;43;0
10253;40;1
10257;44;1
10260;43;2
10264;44;0
10267;42;1
10271;44;3
10275;42;0
10278;42;0
10282;43;1
10286;41;0
10289;42;1
10293;42;1
10297;44;1
10300;43;0
10304;43;0
10308;42;1
10311;43;0
10315;41;3
10319;41;0
10322;42;2
10326;43;0
10329;43;2
10333;43;0
10337;43;0
10340;44;3
10344;43;1
10348;42;0
10351;40;0
10355;45;0
10359;44;0
10362;44;2
10366;43;0
10370;41;0
10373;44;1
10377;45;3
10381;44;1
10384;44;0
10390;43;2
10391;42;0
10395;43;0
10399;43;0
10402;43;1
10406;44;2
10410;41;1
10413;41;4
10417;44;0
10421;44;1
10424;45;0
10428;43;0
10432;41;0
10435;43;0
10439;45;1
10442;43;0
10446;42;2
10450;44;1
10453;40;0
10457;43;1
10461;42;0
10464;44;0
10468;43;0
10472;40;3
10475;43;1
10479;42;2
10483;43;2
10486;43;1
10490;43;2
10494;42;0
10497;42;0
10501;43;2
10504;42;0
10508;44;2
10512;43;2
10515;43;0
10519;42;0
10523;45;0
10526;42;3
10530;43;0
10534;42;0
10537;44;0
10541;45;1
10545;46;1
10548;43;1
10552;41;0
10558;44;1
10559;45;1
10563;43;0
10566;41;1
10570;42;1
10574;41;2
10577;42;0
10581;46;0
10585;40;0
10588;40;1
10592;41;0
10596;42;0
10599;44;0
10603;42;0
10607;41;1
10610;41;2
10614;41;0
10617;41;0
10621;42;0
10625;44;0
10628;41;1
10632;41;0
10636;44;3
10639;42;0
10643;43;2
10647;43;0
10650;42;0
10654;43;0
10658;42;1
10661;42;0
10665;43;2
10668;44;2
10672;43;0
10676;42;0
10679;44;0
10683;44;2
10687;43;0
10690;42;0
10694;41;0
10698;45;0
10701;44;1
10705;44;1
10709;42;3
10712;41;2
10716;45;3
10720;41;1
10723;44;0
10729;41;1
10730;42;0
10734;41;1
10738;44;0
10741;42;0
10745;41;0
10749;42;494
10752;42;1196
10756;43;1759
10760;45;2093
10763;42;2361
10767;42;2523
10771;41;2686
10774;40;2844
10778;30;2975
10782;41;3088
10785;41;3196
10789;37;3306
10792;40;3407
10796;43;3512
10800;39;3596
10803;42;3674
10807;38;3737
10811;33;3776
10814;41;3822
10818;43;3848
10822;43;3879
10825;41;3883
10829;40;3896
10833;41;3901
10836;42;3901
10840;46;3899
10843;46;3899
10847;47;3896
10851;42;3897
10854;43;3896
10858;55;3895
10862;46;3886
10868;46;3882
10869;55;3872
10873;46;3880
10876;56;3864
10880;57;3867
10884;58;3849
10887;58;3848
10891;58;3839
10895;59;3847
10898;58;3853
10902;58;3849
10905;62;3837
10909;59;3839
10913;70;3838
10916;73;3835
10920;63;3832
10924;249;3834
10927;541;3835
10931;841;3835
10935;1037;3835
10938;1225;3836
10942;1386;3836
10946;1519;3832
10949;1614;3831
10953;1719;3831
10956;1839;3834
10960;1944;3832
10964;2014;3821
10967;2093;3822
10971;2187;3817
10975;2280;3818
10978;2345;3807
10982;2426;3801
10986;2487;3792
10992;2552;3784
10993;2574;3785
10997;2632;3783
11000;2671;3786
11004;2731;3772
11008;2748;3757
11011;2797;3752
11015;2839;3739
11018;2874;3736
11022;2911;3723
11026;2938;3709
11029;2958;3706
11033;2989;3694
11037;3016;3677
11040;3023;3661
11044;3063;3644
11048;3069;3626
11051;3101;3608
11055;3117;3597
11059;3146;3565
11062;3150;3535
11066;3175;3518
11069;3183;3500
11073;3212;3472
11077;3226;3451
11080;3232;3433
11084;3241;3407
11088;3255;3375
11091;3261;3366
11095;3278;3327
11099;3292;3293
11102;3292;3276
11108;3305;3228
11110;3320;3214
11113;3326;3192
11117;3337;3164
11121;3341;3130
11124;3352;3088
11128;3357;3054
11131;3372;3018
11135;3371;2990
11139;3374;2959
11142;3387;2910
11146;3384;2873
11150;3385;2844
11153;3404;2808
11157;3402;2767
11161;3404;2734
11164;3420;2700
11168;3431;2666
11172;3422;2649
11175;3421;2607
11179;3431;2570
11183;3453;2543
11186;3432;2519
11190;3451;2479
11193;3450;2471
11197;3451;2431
11201;3450;2408
11204;3464;2396
11208;3464;2332
11212;3464;2343
11215;3469;2344
11219;3469;2285
11225;3480;2314
11226;3471;2314
11230;3480;2313
11234;3485;2237
11237;3495;2264
11241;3483;2265
11244;3483;2265
11248;3498;2266
11252;3497;2265
11255;3500;2187
11259;3513;2224
11263;3500;2237
11266;3515;2250
11270;3503;2248
11274;3514;2248
11277;3519;2200
11281;3517;2233
11285;3513;2223
11288;3528;2222
11292;3512;2156
11296;3536;2156
11299;3519;2153
11303;3535;2108
11306;3533;2090
11310;3543;2045
11314;3535;1999
11317;3545;1967
11321;3550;1930
11325;3565;1880
11328;3551;1800
11332;3563;1754
11336;3575;1688
11342;3579;1549
11343;3567;1532
11347;3581;1449
11350;3594;1358
11354;3580;1271
11357;3583;1198
11361;3597;1118
11365;3596;1034
11368;3597;938
11372;3612;825
11376;3628;731
11379;3629;607
11383;3629;509
11387;3627;336
11390;3645;251
11394;3643;174
11398;3655;107
11401;3656;17
11405;3648;10
11409;3657;8
11412;3672;7
11416;3678;7
11419;3675;8
11423;3677;7
11427;3692;8
11430;3689;6
11434;3705;9
11438;3693;8
11441;3711;7
11445;3708;7
11449;3722;6
11452;3725;8
11456;3735;10
11460;3735;4
11463;3738;6
11467;3739;6
11473;3755;6
11474;3755;7
11478;3758;5
11481;3769;7
11485;3767;6
11489;3772;4
11492;3776;5
11496;3775;3
11500;3784;6
11503;3785;7
11507;3799;5
11511;3805;5
11514;3804;7
11518;3802;7
11522;3815;4
11525;3821;4
11529;3817;7
11532;3821;6
11536;3821;3
11540;3823;4
11543;3824;3
11547;3835;5
11551;3835;2
11554;3848;3
11558;3852;4
11562;3852;3
11565;3853;3
11569;3855;4
11573;3868;3
11576;3869;3
11580;3868;5
11584;3879;4
11587;3881;4
11591;3885;2
11594;3882;5
11598;3898;2
11602;3895;2
11605;3895;0
11609;3896;0
11613;3900;1
11619;3900;2
11620;3903;3
11624;3912;2
11627;3915;0
11631;3918;3
11635;3932;2
11638;3917;4
11642;3916;3
11645;3930;3
11649;3928;2
11653;3928;3
11656;3933;1
11660;3935;4
11664;3932;0
11667;3931;1
11671;3933;6
